#string_protein_id | preferred_name | protein_size
9606.ENSP00000221856 | FSD1 | 496
9606.ENSP00000221859 | POLR2I | 125
9606.ENSP00000221891 | APLP1 | 651
9606.ENSP00000221922 | CCDC9 | 531
9606.ENSP00000221930 | TGFB1 | 390
9606.ENSP00000221954 | CEACAM4 | 244
9606.ENSP00000221957 | PLIN3 | 434
9606.ENSP00000221972 | CD79A | 226
9606.ENSP00000221973 | LIM2 | 215
9606.ENSP00000221978 | NKG7 | 165
9606.ENSP00000221980 | ICAM5 | 924
9606.ENSP00000221992 | CEACAM5 | 702
9606.ENSP00000221996 | CRX | 299
9606.ENSP00000222002 | SULT2A1 | 285
9606.ENSP00000222005 | CDC37 | 378
9606.ENSP00000222008 | RABAC1 | 185
9606.ENSP00000222032 | CNFN | 112
9606.ENSP00000222033 | ZNRF4 | 429
9606.ENSP00000222115 | HAS1 | 578
9606.ENSP00000222120 | RAB3D | 219
9606.ENSP00000222122 | DBP | 325
9606.ENSP00000222139 | EPOR | 508
9606.ENSP00000222145 | RASIP1 | 963
9606.ENSP00000222219 | DNASE2 | 360
9606.ENSP00000222224 | LENG1 | 264
9606.ENSP00000222247 | RPL18A | 176
9606.ENSP00000222248 | SLC5A5 | 643
9606.ENSP00000222250 | ARRDC2 | 407
9606.ENSP00000222254 | PIK3R2 | 728
9606.ENSP00000222256 | RAB3A | 220
9606.ENSP00000222271 | COMP | 757
9606.ENSP00000222284 | TMEM147 | 224
9606.ENSP00000222286 | GAPDHS | 408
9606.ENSP00000222305 | USF2 | 346
9606.ENSP00000222329 | ERF | 548
9606.ENSP00000222330 | GSK3A | 483
9606.ENSP00000222339 | ZNF574 | 986
9606.ENSP00000222345 | SIPA1L3 | 1781
9606.ENSP00000222374 | CADM4 | 388
9606.ENSP00000222381 | PON1 | 355
9606.ENSP00000222382 | CYP3A43 | 504
9606.ENSP00000222388 | ABCF2 | 634
9606.ENSP00000222390 | HGF | 728
9606.ENSP00000222399 | LAMB1 | 1786
9606.ENSP00000222402 | UBE2D4 | 147
9606.ENSP00000222462 | WNT16 | 365
9606.ENSP00000222481 | CPA2 | 419
9606.ENSP00000222482 | CPA4 | 421
9606.ENSP00000222511 | GTPBP10 | 387
9606.ENSP00000222543 | TFPI2 | 235
9606.ENSP00000222547 | BET1 | 118
9606.ENSP00000222553 | NAMPT | 491
9606.ENSP00000222567 | TWISTNB | 338
9606.ENSP00000222573 | ITGB8 | 769
9606.ENSP00000222574 | HBP1 | 514
9606.ENSP00000222584 | SP4 | 784
9606.ENSP00000222644 | MPP6 | 540
9606.ENSP00000222674 | NPVF | 196
9606.ENSP00000222693 | CAV2 | 162
9606.ENSP00000222718 | HOXA2 | 376
9606.ENSP00000222725 | LFNG | 379
9606.ENSP00000222726 | HOXA5 | 270
9606.ENSP00000222728 | HOXA6 | 233
9606.ENSP00000222747 | TSPAN12 | 305
9606.ENSP00000222792 | CHN2 | 468
9606.ENSP00000222800 | ABHD11 | 315
9606.ENSP00000222803 | FKBP14 | 211
9606.ENSP00000222812 | STX1A | 288
9606.ENSP00000222823 | NOD1 | 953
9606.ENSP00000222968 | PDAP1 | 181
9606.ENSP00000222982 | CYP3A5 | 502
9606.ENSP00000222990 | SNX8 | 465
9606.ENSP00000223023 | WASL | 505
9606.ENSP00000223026 | HYAL4 | 481
9606.ENSP00000223029 | AIMP2 | 320
9606.ENSP00000223061 | PCOLCE | 449
9606.ENSP00000223073 | RBM28 | 759
9606.ENSP00000223095 | SERPINE1 | 402
9606.ENSP00000223114 | MOGAT3 | 341
9606.ENSP00000223127 | PLOD3 | 738
9606.ENSP00000223129 | RPA3 | 121
9606.ENSP00000223136 | FIS1 | 152
9606.ENSP00000223145 | GLCCI1 | 547
9606.ENSP00000223167 | MYL10 | 226
9606.ENSP00000223208 | CEP41 | 373
9606.ENSP00000223210 | ZNF862 | 1169
9606.ENSP00000223215 | MEST | 335
9606.ENSP00000223273 | YAE1 | 226
9606.ENSP00000223293 | GIMAP2 | 337
9606.ENSP00000223321 | PSMA2 | 234
9606.ENSP00000223324 | MRPL32 | 188
9606.ENSP00000223357 | AEBP1 | 1158
9606.ENSP00000223364 | MYL7 | 175
9606.ENSP00000223366 | GCK | 466
9606.ENSP00000223369 | YKT6 | 198
9606.ENSP00000223398 | CLIP2 | 1046
9606.ENSP00000223459 | ZNF688 | 276
9606.ENSP00000223500 | CHMP5 | 219
9606.ENSP00000223528 | FKTN | 461
9606.ENSP00000223641 | SEC61B | 96
9606.ENSP00000223642 | C5 | 1676
9606.ENSP00000223795 | TNFSF8 | 234
9606.ENSP00000223836 | AK1 | 210
9606.ENSP00000223862 | RLN1 | 185
9606.ENSP00000223864 | PLGRKT | 147
9606.ENSP00000224073 | EDF1 | 148
9606.ENSP00000224140 | SETX | 2677
9606.ENSP00000224337 | BLNK | 456
9606.ENSP00000224356 | CYP26A1 | 497
9606.ENSP00000224652 | ATE1 | 518
9606.ENSP00000224721 | CDH23 | 3354
9606.ENSP00000224784 | ACTA2 | 377
9606.ENSP00000224807 | SFXN3 | 325
9606.ENSP00000224862 | FBXL15 | 300
9606.ENSP00000224950 | STN1 | 368
9606.ENSP00000225171 | DNAJC12 | 198
9606.ENSP00000225174 | PPIF | 207
9606.ENSP00000225235 | TBC1D12 | 775
9606.ENSP00000225275 | MPO | 745
9606.ENSP00000225276 | ST6GALNAC2 | 374
9606.ENSP00000225296 | DHX33 | 707
9606.ENSP00000225298 | UTP18 | 556
9606.ENSP00000225328 | P2RX5 | 422
9606.ENSP00000225371 | EPX | 715
9606.ENSP00000225387 | CRYBA1 | 215
9606.ENSP00000225388 | NUFIP2 | 695
9606.ENSP00000225430 | RPL19 | 196
9606.ENSP00000225474 | CSF3 | 207
9606.ENSP00000225504 | SUPT4H1 | 117
9606.ENSP00000225512 | WNT3 | 355
9606.ENSP00000225519 | SHPK | 478
9606.ENSP00000225525 | TAX1BP3 | 124
9606.ENSP00000225538 | P2RX1 | 399
9606.ENSP00000225550 | KRT37 | 449
9606.ENSP00000225576 | TVP23C | 276
9606.ENSP00000225577 | RPS6KB1 | 525
9606.ENSP00000225609 | PIGL | 252
9606.ENSP00000225614 | GALK1 | 392
9606.ENSP00000225655 | PFN1 | 140
9606.ENSP00000225665 | SLC25A11 | 314
9606.ENSP00000225688 | RASD1 | 281
9606.ENSP00000225698 | C1QBP | 282
9606.ENSP00000225719 | CPD | 1380
9606.ENSP00000225724 | GOSR1 | 250
9606.ENSP00000225726 | CCDC47 | 483
9606.ENSP00000225728 | MED31 | 131
9606.ENSP00000225729 | DRG2 | 364
9606.ENSP00000225737 | AKAP10 | 662
9606.ENSP00000225792 | DDX5 | 614
9606.ENSP00000225823 | ASIC2 | 563
9606.ENSP00000225831 | CCL2 | 99
9606.ENSP00000225842 | CCL1 | 96
9606.ENSP00000225844 | CCL13 | 98
9606.ENSP00000225899 | KRT32 | 448
9606.ENSP00000225916 | KAT2A | 837
9606.ENSP00000225927 | NAGLU | 743
9606.ENSP00000225929 | HSD17B1 | 329
9606.ENSP00000225941 | ABI3 | 366
9606.ENSP00000225964 | COL1A1 | 1464
9606.ENSP00000225969 | MRPL27 | 148
9606.ENSP00000225972 | LRRC59 | 307
9606.ENSP00000225983 | HDAC5 | 1123
9606.ENSP00000226004 | DUSP3 | 185
9606.ENSP00000226021 | CACNG1 | 222
9606.ENSP00000226067 | HLF | 295
9606.ENSP00000226091 | EFNB3 | 340
9606.ENSP00000226105 | RANGRF | 186
9606.ENSP00000226193 | RCVRN | 200
9606.ENSP00000226207 | MYH1 | 1939
9606.ENSP00000226218 | VTN | 478
9606.ENSP00000226225 | TNFAIP1 | 316
9606.ENSP00000226230 | TMEM97 | 176
9606.ENSP00000226247 | FOXN1 | 648
9606.ENSP00000226279 | CD38 | 300
9606.ENSP00000226284 | IBSP | 317
9606.ENSP00000226299 | LAP3 | 519
9606.ENSP00000226317 | CXCL6 | 114
9606.ENSP00000226319 | JADE1 | 842
9606.ENSP00000226355 | AFM | 599
9606.ENSP00000226382 | PHOX2B | 314
9606.ENSP00000226413 | GNRHR | 328
9606.ENSP00000226432 | CWH43 | 699
9606.ENSP00000226444 | SULT1E1 | 294
9606.ENSP00000226460 | SMR3A | 134
9606.ENSP00000226524 | PF4V1 | 104
9606.ENSP00000226574 | NFKB1 | 969
9606.ENSP00000226730 | IL2 | 153
9606.ENSP00000226760 | WFS1 | 890
9606.ENSP00000226796 | GAR1 | 217
9606.ENSP00000226798 | FRG1 | 258
9606.ENSP00000226951 | CLNK | 428
9606.ENSP00000227065 | FAM149A | 482
9606.ENSP00000227155 | CD82 | 267
9606.ENSP00000227163 | SPI1 | 271
9606.ENSP00000227266 | CTSC | 463
9606.ENSP00000227322 | ZPR1 | 459
9606.ENSP00000227348 | CRTAM | 393
9606.ENSP00000227349 | JHY | 778
9606.ENSP00000227451 | DTX4 | 619
9606.ENSP00000227471 | UNC93B1 | 597
9606.ENSP00000227474 | PUS3 | 481
9606.ENSP00000227507 | CCND1 | 295
9606.ENSP00000227520 | CCDC86 | 360
9606.ENSP00000227524 | PRPF19 | 504
9606.ENSP00000227525 | TMEM109 | 243
9606.ENSP00000227638 | PANX1 | 426
9606.ENSP00000227667 | APOC3 | 99
9606.ENSP00000227752 | IL10RA | 578
9606.ENSP00000227756 | GALNT18 | 607
9606.ENSP00000227868 | PDHX | 501
9606.ENSP00000227880 | SLC15A3 | 581
9606.ENSP00000227918 | SCGB2A2 | 93
9606.ENSP00000228027 | DGAT2 | 388
9606.ENSP00000228136 | C11orf58 | 183
9606.ENSP00000228251 | YBX3 | 372
9606.ENSP00000228318 | SLC25A3 | 362
9606.ENSP00000228347 | POLR3B | 1133
9606.ENSP00000228434 | CD69 | 199
9606.ENSP00000228437 | PRDM4 | 801
9606.ENSP00000228438 | CLEC2B | 149
9606.ENSP00000228463 | SELPLG | 428
9606.ENSP00000228468 | ASIC1 | 574
9606.ENSP00000228476 | DAO | 347
9606.ENSP00000228495 | KCTD10 | 313
9606.ENSP00000228506 | MLEC | 292
9606.ENSP00000228510 | MVK | 396
9606.ENSP00000228515 | CSRNP2 | 543
9606.ENSP00000228534 | IL23A | 189
9606.ENSP00000228567 | SYT10 | 523
9606.ENSP00000228606 | CYP27B1 | 508
9606.ENSP00000228641 | MYF6 | 242
9606.ENSP00000228644 | MYF5 | 255
9606.ENSP00000228682 | GLI1 | 1106
9606.ENSP00000228705 | PPM1H | 514
9606.ENSP00000228740 | LTA4H | 611
9606.ENSP00000228741 | ELK3 | 407
9606.ENSP00000228799 | ITFG2 | 447
9606.ENSP00000228811 | PRR4 | 134
9606.ENSP00000228820 | PARP11 | 338
9606.ENSP00000228825 | ARPC3 | 178
9606.ENSP00000228837 | FGF6 | 208
9606.ENSP00000228841 | MYL2 | 166
9606.ENSP00000228843 | RAD51AP1 | 352
9606.ENSP00000228850 | AKAP3 | 853
9606.ENSP00000228865 | CREBL2 | 120
9606.ENSP00000228872 | CDKN1B | 198
9606.ENSP00000228887 | GPRC5D | 345
9606.ENSP00000228918 | LTBR | 435
9606.ENSP00000228922 | OGFOD2 | 350
9606.ENSP00000228928 | OAS3 | 1087
9606.ENSP00000228936 | ART4 | 314
9606.ENSP00000228938 | MGP | 128
9606.ENSP00000228945 | ARHGDIB | 201
9606.ENSP00000229002 | RERGL | 205
9606.ENSP00000229030 | FZD10 | 581
9606.ENSP00000229134 | IL26 | 171
9606.ENSP00000229135 | IFNG | 166
9606.ENSP00000229179 | NUP107 | 925
9606.ENSP00000229195 | CNOT2 | 540
9606.ENSP00000229214 | KRR1 | 381
9606.ENSP00000229238 | MRPL51 | 128
9606.ENSP00000229243 | ACRBP | 543
9606.ENSP00000229264 | GNB3 | 340
9606.ENSP00000229266 | CHPT1 | 406
9606.ENSP00000229268 | USP5 | 858
9606.ENSP00000229270 | TPI1 | 286
9606.ENSP00000229281 | C12orf57 | 126
9606.ENSP00000229304 | APOBEC1 | 236
9606.ENSP00000229307 | NANOG | 305
9606.ENSP00000229314 | GOLT1B | 138
9606.ENSP00000229329 | CMAS | 434
9606.ENSP00000229330 | HCFC2 | 792
9606.ENSP00000229332 | CLEC4A | 237
9606.ENSP00000229335 | AICDA | 198
9606.ENSP00000229340 | RAB35 | 201
9606.ENSP00000229379 | COX6A1 | 109
9606.ENSP00000229390 | SRSF9 | 221
9606.ENSP00000229395 | FGFR1OP2 | 253
9606.ENSP00000229402 | KLRB1 | 225
9606.ENSP00000229447 | IYD | 293
9606.ENSP00000229554 | RSPH4A | 716
9606.ENSP00000229583 | ADTRP | 248
9606.ENSP00000229595 | ASF1A | 204
9606.ENSP00000229633 | HINT3 | 182
9606.ENSP00000229708 | ULBP1 | 244
9606.ENSP00000229729 | SLC44A4 | 710
9606.ENSP00000229758 | FBXO5 | 447
9606.ENSP00000229769 | FANCE | 536
9606.ENSP00000229771 | TULP1 | 542
9606.ENSP00000229795 | MAPK14 | 360
9606.ENSP00000229812 | STK38 | 465
9606.ENSP00000229829 | HLA-DOA | 250
9606.ENSP00000229903 | SAYSD1 | 183
9606.ENSP00000229922 | CAP2 | 477
9606.ENSP00000229955 | GPR63 | 419
9606.ENSP00000230036 | GPLD1 | 840
9606.ENSP00000230048 | ACOT13 | 140
9606.ENSP00000230050 | RPS12 | 132
9606.ENSP00000230053 | B3GAT2 | 323
9606.ENSP00000230056 | GMNN | 209
9606.ENSP00000230085 | SNX3 | 162
9606.ENSP00000230122 | ZBTB24 | 697
9606.ENSP00000230124 | FIG4 | 907
9606.ENSP00000230256 | UNC93A | 457
9606.ENSP00000230301 | C6orf118 | 469
9606.ENSP00000230321 | MDFI | 246
9606.ENSP00000230340 | BYSL | 437
9606.ENSP00000230354 | TBP | 339
9606.ENSP00000230361 | GUCA1B | 200
9606.ENSP00000230381 | PRPH2 | 346
9606.ENSP00000230431 | DNPH1 | 174
9606.ENSP00000230449 | EXOC2 | 924
9606.ENSP00000230461 | TMEM30A | 361
9606.ENSP00000230538 | LAMA4 | 1823
9606.ENSP00000230582 | PRSS16 | 514
9606.ENSP00000230588 | MEP1A | 746
9606.ENSP00000230640 | MTREX | 1042
9606.ENSP00000230658 | ISL1 | 349
9606.ENSP00000230671 | SLC6A7 | 636
9606.ENSP00000230792 | NUDT12 | 462
9606.ENSP00000230990 | HBEGF | 208
9606.ENSP00000231004 | LOX | 417
9606.ENSP00000231009 | GZMK | 264
9606.ENSP00000231021 | CDH9 | 789
9606.ENSP00000231061 | SPARC | 303
9606.ENSP00000231121 | HAND1 | 215
9606.ENSP00000231130 | PCDHB3 | 796
9606.ENSP00000231134 | PCDHB5 | 795
9606.ENSP00000231136 | PCDHB6 | 794
9606.ENSP00000231137 | PCDHB7 | 793
9606.ENSP00000231173 | PCDHB15 | 787
9606.ENSP00000231198 | THG1L | 298
9606.ENSP00000231228 | IL12B | 328
9606.ENSP00000231238 | TTC1 | 292
9606.ENSP00000231368 | LNPEP | 1025
9606.ENSP00000231420 | AGXT2 | 514
9606.ENSP00000231449 | IL4 | 153
9606.ENSP00000231454 | IL5 | 134
9606.ENSP00000231461 | ST8SIA4 | 359
9606.ENSP00000231484 | PCDH12 | 1184
9606.ENSP00000231487 | SKP1 | 163
9606.ENSP00000231498 | NUP155 | 1391
9606.ENSP00000231509 | NR3C1 | 778
9606.ENSP00000231512 | C5orf15 | 265
9606.ENSP00000231524 | TRIM23 | 574
9606.ENSP00000231572 | RARS1 | 660
9606.ENSP00000231656 | CDX1 | 265
9606.ENSP00000231668 | BNIP1 | 271
9606.ENSP00000231706 | SLC7A14 | 771
9606.ENSP00000231721 | SEMA3G | 782
9606.ENSP00000231749 | ZMYND10 | 440
9606.ENSP00000231751 | LTF | 710
9606.ENSP00000231790 | MLH1 | 756
9606.ENSP00000231887 | EHHADH | 723
9606.ENSP00000231948 | CRBN | 442
9606.ENSP00000232003 | HRG | 525
9606.ENSP00000232217 | RBP2 | 134
9606.ENSP00000232219 | RBP1 | 197
9606.ENSP00000232375 | PFKFB4 | 469
9606.ENSP00000232424 | HES1 | 280
9606.ENSP00000232461 | GNAT1 | 350
9606.ENSP00000232496 | TUSC2 | 110
9606.ENSP00000232501 | NPRL2 | 380
9606.ENSP00000232564 | GNB4 | 340
9606.ENSP00000232603 | MORC1 | 984
9606.ENSP00000232607 | UMPS | 480
9606.ENSP00000232744 | ABTB1 | 478
9606.ENSP00000232766 | KLHL18 | 574
9606.ENSP00000232888 | RRP9 | 475
9606.ENSP00000232892 | AADAC | 399
9606.ENSP00000232905 | EIF1B | 113
9606.ENSP00000232974 | ZBTB47 | 747
9606.ENSP00000232975 | TNNC1 | 161
9606.ENSP00000232978 | NKTR | 1462
9606.ENSP00000233025 | SPCS1 | 169
9606.ENSP00000233027 | NEK4 | 841
9606.ENSP00000233055 | WDFY1 | 410
9606.ENSP00000233057 | EIF2AK2 | 551
9606.ENSP00000233078 | DAZAP1 | 407
9606.ENSP00000233099 | HEATR5B | 2071
9606.ENSP00000233121 | MAPRE3 | 281
9606.ENSP00000233143 | TMSB10 | 44
9606.ENSP00000233146 | MSH2 | 934
9606.ENSP00000233154 | NCK2 | 380
9606.ENSP00000233156 | TFPI | 304
9606.ENSP00000233202 | SLC11A1 | 550
9606.ENSP00000233242 | APOB | 4563
9606.ENSP00000233331 | INO80B | 356
9606.ENSP00000233336 | TTL | 377
9606.ENSP00000233379 | FAHD2A | 314
9606.ENSP00000233468 | SF3B6 | 125
9606.ENSP00000233535 | SLC30A3 | 388
9606.ENSP00000233575 | SNX17 | 470
9606.ENSP00000233596 | REEP6 | 184
9606.ENSP00000233615 | WBP1 | 269
9606.ENSP00000233623 | TTC31 | 519
9606.ENSP00000233627 | NDUFS7 | 213
9606.ENSP00000233630 | PCGF1 | 259
9606.ENSP00000233638 | TLX2 | 284
9606.ENSP00000233668 | DOK1 | 481
9606.ENSP00000233710 | ACADL | 430
9606.ENSP00000233735 | REG1A | 166
9606.ENSP00000233809 | IGFBP2 | 325
9606.ENSP00000233813 | IGFBP5 | 272
9606.ENSP00000233826 | KCNJ13 | 360
9606.ENSP00000233838 | GGCX | 758
9606.ENSP00000233840 | NEU2 | 380
9606.ENSP00000233893 | HSPE1 | 102
9606.ENSP00000233948 | WNT6 | 365
9606.ENSP00000233954 | IL1RL1 | 556
9606.ENSP00000233969 | SLC9A2 | 812
9606.ENSP00000233997 | AZU1 | 251
9606.ENSP00000234038 | PPP1R7 | 360
9606.ENSP00000234071 | PROC | 461
9606.ENSP00000234091 | ID2 | 134
9606.ENSP00000234111 | ODC1 | 461
9606.ENSP00000234160 | GORASP2 | 452
9606.ENSP00000234170 | CEBPZ | 1054
9606.ENSP00000234195 | RMDN2 | 573
9606.ENSP00000234198 | DLX2 | 328
9606.ENSP00000234256 | SLC1A4 | 532
9606.ENSP00000234296 | ORC2 | 577
9606.ENSP00000234310 | PPP3R1 | 170
9606.ENSP00000234313 | PLEK | 350
9606.ENSP00000234347 | PRTN3 | 256
9606.ENSP00000234371 | KISS1R | 398
9606.ENSP00000234389 | GRIN3B | 1043
9606.ENSP00000234392 | VAX2 | 290
9606.ENSP00000234396 | ATP6V1B1 | 513
9606.ENSP00000234420 | MSH6 | 1360
9606.ENSP00000234453 | PLEKHA3 | 300
9606.ENSP00000234454 | SPR | 261
9606.ENSP00000234488 | CLCN6 | 869
9606.ENSP00000234701 | CLCA1 | 914
9606.ENSP00000234739 | BCL9 | 1426
9606.ENSP00000234798 | TPSG1 | 321
9606.ENSP00000234816 | ANGPTL1 | 491
9606.ENSP00000234827 | TCEANC2 | 208
9606.ENSP00000234831 | TMEM59 | 323
9606.ENSP00000234961 | OPRD1 | 372
9606.ENSP00000235090 | WDR77 | 342
9606.ENSP00000235307 | C1orf21 | 121
9606.ENSP00000235310 | MAD2L2 | 211
9606.ENSP00000235332 | MIIP | 388
9606.ENSP00000235345 | SLC35D1 | 355
9606.ENSP00000235347 | PRAMEF10 | 474
9606.ENSP00000235349 | PRAMEF4 | 478
9606.ENSP00000235372 | PRDM2 | 1718
9606.ENSP00000235382 | RGS2 | 211
9606.ENSP00000235521 | WARS2 | 360
9606.ENSP00000235628 | NT5C1A | 368
9606.ENSP00000235835 | AKR7A2 | 359
9606.ENSP00000236040 | P3H1 | 804
9606.ENSP00000236137 | SLC19A2 | 497
9606.ENSP00000236192 | VAMP4 | 141
9606.ENSP00000236273 | SYF2 | 243
9606.ENSP00000236495 | SLC5A9 | 706
9606.ENSP00000236671 | CTSD | 412
9606.ENSP00000236709 | A4GNT | 340
9606.ENSP00000236826 | MMP8 | 467
9606.ENSP00000236850 | APOA1 | 267
9606.ENSP00000236877 | SLC8A2 | 921
9606.ENSP00000236925 | CAMSAP2 | 1489
9606.ENSP00000236959 | ATIC | 592
9606.ENSP00000236979 | TNP1 | 55
9606.ENSP00000237014 | TTR | 147
9606.ENSP00000237163 | DOP1A | 2476
9606.ENSP00000237172 | FILIP1 | 1213
9606.ENSP00000237201 | SPACA1 | 294
9606.ENSP00000237264 | TBPL1 | 186
9606.ENSP00000237275 | ZC2HC1B | 222
9606.ENSP00000237281 | FBXO30 | 745
9606.ENSP00000237283 | ADAT2 | 191
9606.ENSP00000237353 | PMFBP1 | 1007
9606.ENSP00000237380 | MED28 | 178
9606.ENSP00000237455 | RNF103 | 685
9606.ENSP00000237530 | RPN2 | 631
9606.ENSP00000237536 | SOGA1 | 1661
9606.ENSP00000237596 | PKD2 | 968
9606.ENSP00000237642 | STBD1 | 358
9606.ENSP00000237654 | CCNI | 377
9606.ENSP00000237696 | RARRES1 | 294
9606.ENSP00000237822 | LDAH | 325
9606.ENSP00000237837 | FGF23 | 251
9606.ENSP00000237853 | ELL2 | 640
9606.ENSP00000238018 | GDA | 471
9606.ENSP00000238044 | ECRG4 | 148
9606.ENSP00000238112 | CPSF3 | 684
9606.ENSP00000238146 | DDX55 | 600
9606.ENSP00000238156 | CCDC92 | 331
9606.ENSP00000238379 | HDHD3 | 251
9606.ENSP00000238497 | VPS4B | 444
9606.ENSP00000238508 | SERPINB10 | 397
9606.ENSP00000238558 | GSC | 257
9606.ENSP00000238561 | ADCK1 | 523
9606.ENSP00000238609 | IFI27L2 | 130
9606.ENSP00000238616 | NEK9 | 979
9606.ENSP00000238628 | IFT43 | 213
9606.ENSP00000238647 | IRF2BPL | 796
9606.ENSP00000238651 | ACOT2 | 483
9606.ENSP00000238667 | FLVCR2 | 526
9606.ENSP00000238682 | TGFB3 | 412
9606.ENSP00000238714 | PAPOLG | 736
9606.ENSP00000238721 | TP53I3 | 332
9606.ENSP00000238738 | RHOQ | 205
9606.ENSP00000238788 | TMEM214 | 689
9606.ENSP00000238789 | ATAD2B | 1458
9606.ENSP00000238823 | FAM98A | 518
9606.ENSP00000238831 | YIPF4 | 244
9606.ENSP00000238855 | AFTPH | 936
9606.ENSP00000238875 | LGALSL | 172
9606.ENSP00000238892 | CRIPT | 101
9606.ENSP00000238936 | MFSD13A | 517
9606.ENSP00000238994 | PPP1R3C | 317
9606.ENSP00000239032 | PRLHR | 370
9606.ENSP00000239144 | HOXB8 | 243
9606.ENSP00000239151 | HOXB5 | 269
9606.ENSP00000239165 | HOXB7 | 217
9606.ENSP00000239223 | DUSP1 | 367
9606.ENSP00000239231 | PANK3 | 370
9606.ENSP00000239243 | MSX2 | 267
9606.ENSP00000239316 | INSL4 | 139
9606.ENSP00000239347 | IFNA7 | 189
9606.ENSP00000239367 | LRP11 | 500
9606.ENSP00000239374 | CCDC170 | 715
9606.ENSP00000239440 | ARAP3 | 1544
9606.ENSP00000239444 | PCDHB8 | 801
9606.ENSP00000239446 | PCDHB10 | 800
9606.ENSP00000239449 | PCDHB14 | 798
9606.ENSP00000239450 | PCDHB12 | 795
9606.ENSP00000239451 | SLC25A2 | 301
9606.ENSP00000239461 | PRRX1 | 245
9606.ENSP00000239462 | TNN | 1299
9606.ENSP00000239587 | TTLL2 | 592
9606.ENSP00000239666 | PDZD11 | 140
9606.ENSP00000239690 | NUDCD1 | 583
9606.ENSP00000239830 | CCDC77 | 488
9606.ENSP00000239882 | ELF1 | 619
9606.ENSP00000239891 | ALG5 | 324
9606.ENSP00000239906 | FAM53C | 392
9606.ENSP00000239926 | MYOT | 498
9606.ENSP00000239938 | EGR1 | 543
9606.ENSP00000239940 | PFN2 | 140
9606.ENSP00000240055 | NFYB | 207
9606.ENSP00000240079 | WASHC3 | 194
9606.ENSP00000240093 | FZD3 | 666
9606.ENSP00000240100 | DUSP4 | 394
9606.ENSP00000240123 | SORBS3 | 671
9606.ENSP00000240185 | TARDBP | 414
9606.ENSP00000240189 | PRAMEF2 | 474
9606.ENSP00000240285 | RDH10 | 341
9606.ENSP00000240306 | DLX4 | 240
9606.ENSP00000240316 | COIL | 576
9606.ENSP00000240328 | TBX2 | 712
9606.ENSP00000240361 | TEX14 | 1497
9606.ENSP00000240364 | FAM117A | 453
9606.ENSP00000240423 | NCAPH | 741
9606.ENSP00000240488 | MND1 | 205
9606.ENSP00000240499 | ZNF141 | 474
9606.ENSP00000240587 | TSHZ3 | 1081
9606.ENSP00000240615 | TAS2R8 | 309
9606.ENSP00000240617 | PLBD1 | 553
9606.ENSP00000240618 | KLRK1 | 216
9606.ENSP00000240619 | TAS2R10 | 307
9606.ENSP00000240651 | PYROXD1 | 500
9606.ENSP00000240652 | IAPP | 89
9606.ENSP00000240687 | TAS2R7 | 318
9606.ENSP00000240691 | TAS2R9 | 312
9606.ENSP00000240851 | TFG | 400
9606.ENSP00000240874 | KALRN | 1663
9606.ENSP00000240922 | NAA50 | 169
9606.ENSP00000241014 | MAPK8IP1 | 711
9606.ENSP00000241041 | PEX16 | 346
9606.ENSP00000241051 | DEPDC7 | 511
9606.ENSP00000241052 | CAT | 527
9606.ENSP00000241125 | GJA3 | 435
9606.ENSP00000241256 | GHSR | 366
9606.ENSP00000241261 | TNFSF10 | 281
9606.ENSP00000241305 | CPXM2 | 756
9606.ENSP00000241337 | GSTM2 | 218
9606.ENSP00000241356 | ADORA3 | 318
9606.ENSP00000241416 | ACVR2A | 513
9606.ENSP00000241436 | POLK | 870
9606.ENSP00000241453 | FLT3 | 993
9606.ENSP00000241463 | RASL11A | 242
9606.ENSP00000241502 | FYTTD1 | 318
9606.ENSP00000241651 | MYOG | 224
9606.ENSP00000242057 | AHR | 848
9606.ENSP00000242067 | BBS9 | 887
9606.ENSP00000242104 | OCM | 109
9606.ENSP00000242108 | EEPD1 | 569
9606.ENSP00000242140 | WIPF3 | 483
9606.ENSP00000242159 | HOXA7 | 230
9606.ENSP00000242208 | INHBA | 426
9606.ENSP00000242249 | RAMP3 | 148
9606.ENSP00000242257 | MRM2 | 246
9606.ENSP00000242261 | TWIST1 | 202
9606.ENSP00000242285 | CLTA | 248
9606.ENSP00000242315 | PHF24 | 400
9606.ENSP00000242351 | ZC3HAV1 | 902
9606.ENSP00000242375 | AKR1D1 | 326
9606.ENSP00000242462 | NEUROG3 | 214
9606.ENSP00000242465 | SRGN | 158
9606.ENSP00000242480 | EGR2 | 476
9606.ENSP00000242505 | FAM149B1 | 582
9606.ENSP00000242576 | UNG | 313
9606.ENSP00000242591 | IFT81 | 676
9606.ENSP00000242592 | ACADS | 412
9606.ENSP00000242719 | RNF11 | 154
9606.ENSP00000242728 | BHLHE41 | 482
9606.ENSP00000242729 | SSPN | 243
9606.ENSP00000242776 | DDX39A | 427
9606.ENSP00000242784 | TRIR | 176
9606.ENSP00000242786 | ADGRE5 | 835
9606.ENSP00000242804 | ZNF442 | 627
9606.ENSP00000242819 | CCDC70 | 233
9606.ENSP00000242827 | EBPL | 206
9606.ENSP00000242839 | ATP7B | 1465
9606.ENSP00000242848 | ZC3H13 | 1668
9606.ENSP00000242994 | NEUROD4 | 331
