StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
ZNF3	Q9NW07	568
ZNF3	P17029	563
ZNF3	Q53GI3	561
ZNF3	P17032	561
ZNF3	Q8IZ26	560
ZNF3	Q86Y25	554
ZNF3	O75467	553
ZNF3	Q96SR6	550
ZNF3	Q969J2	545
ZNF3	Q6AW86	544
ZNF3	Q86UD4	541
ZNF3	Q9BRR0	538
ZNF3	Q8NF99	534
ZNF3	Q9GZX5	532
ZNF3	P13682	527
ZNF3	Q9H8N7	513
ZNF3	A2RRD8	509
ZNF3	Q86W11	494
ZNF3	Q14585	488
ZNF3	Q8WTX9	485
ZNF3	Q9NR11	478
ZNF3	Q8NA42	475
ZNF3	Q8WUU4	475
ZNF3	A0PJY2	475
ZNF3	Q9Y5A6	473
ZNF3	Q569K4	471
ZNF3	Q9NQX6	463
ZNF3	Q8TBJ5	459
ZNF3	P17036	446
ZNF3	Q9NSJ1	428
ZNF3	Q66K41	422
ZNF3	Q5T0B9	420
ZNF3	Q9H6R6	413
ZNF3	Q9H8X9	412
ZNF3	Q70YC5	407
ZNF3	Q96LW9	406
ZNF3	Q6U7Q0	402
ZNF3	Q9H6B1	395
ZNF3	Q3MJ62	389
ZNF3	Q5JT82	389
ZNF3	Q96PM9	386
ZNF3	Q9UIJ5	367
ZNF3	Q9Y397	364
ZNF3	Q9UJN7	358
ZNF3	Q7RTV3	350
ZNF3	Q9H4T2	348
ZNF3	Q9NPG8	344
ZNF3	Q96N95	335
ZNF3	Q9Y3S2	320
ZNF3	Q9Y4L5	304
ZNF3	Q9UL40	294
ZNF3	Q9BRP0	275
ZNF3	P17041	273
ZNF3	Q96PM5	261
ZNF3	Q9Y508	228
ZNF3	Q8N8H1	164
ZNF296	Q8WUU4	475
ZNF292	O60281	2723
ZNF287	Q9HBT7	761
ZNF286A	Q9HBT8	521
ZNF285	Q96NJ3	590
ZNF284	Q2VY69	593
ZNF283	Q8N7M2	679
ZNF282	Q9UDV7	671
ZNF281	Q9Y2X9	895
ZNF280D	Q6N043	979
ZNF280C	Q8ND82	737
ZNF280B	Q86YH2	543
ZNF280A	P59817	542
ZNF28	Q7Z3K3	1410
ZNF28	Q6N043	979
ZNF28	Q9Y2X9	895
ZNF28	Q9HBT7	761
ZNF28	Q9HC78	741
ZNF28	Q8ND82	737
ZNF28	P17035	718
ZNF28	Q8N7M2	679
ZNF28	Q9UDV7	671
ZNF28	Q2VY69	593
ZNF28	Q96NJ3	590
ZNF28	Q86YH2	543
ZNF28	P59817	542
ZNF28	P0CG31	522
ZNF28	Q8N6H7	521
ZNF28	Q9HBT8	521
ZNF277	Q9NRM2	450
ZNF276	Q8N554	614
ZNF275	Q9NSD4	429
ZNF274	Q96GC6	653
ZNF273	Q14593	569
ZNF268	Q14587	947
ZNF267	Q14586	743
ZNF266	Q14584	549
ZNF264	O43296	627
ZNF263	O14978	683
ZNF260	Q3ZCT1	412
ZNF26	Q5VZL5	1548
ZNF26	Q14202	1370
ZNF26	Q14587	947
ZNF26	Q14586	743
ZNF26	Q14588	700
ZNF26	O14978	683
ZNF26	O43296	627
ZNF26	Q14584	549
ZNF26	P17031	533
ZNF26	Q3ZCT1	412
ZNF26	O95218	330
ZNF257	Q9Y2Q1	563
ZNF256	Q9Y2P7	627
ZNF254	O75437	659
ZNF253	O75346	499
ZNF251	Q9BRH9	671
ZNF250	P15622	560
ZNF25	O95789	1325
ZNF25	Q9NZL3	707
ZNF25	Q9BRH9	671
ZNF25	O75437	659
ZNF25	Q9Y2P7	627
ZNF25	Q9Y2Q1	563
ZNF25	P15622	560
ZNF25	O75346	499
ZNF25	O75312	459
ZNF25	P17030	456
ZNF25	Q0IIN9	211
ZNF248	Q8NDW4	579
ZNF24	Q8NDW4	579
ZNF24	P17028	368
ZNF239	Q16600	458
ZNF236	Q9UL36	1845
ZNF235	Q14590	738
ZNF234	Q14588	700
ZNF233	Q9NZL3	707
ZNF233	A6NK53	670
ZNF232	Q9UNY5	444
ZNF230	Q9UIE0	474
ZNF230	Q8WVD5	230
ZNF23	Q9UPA5	3926
ZNF23	Q9UL36	1845
ZNF23	Q14590	738
ZNF23	Q9NZL3	707
ZNF23	Q14588	700
ZNF23	A6NK53	670
ZNF23	Q9UJ78	669
ZNF23	P17027	643
ZNF23	Q99592	522
ZNF23	Q9UIE0	474
ZNF23	Q16600	458
ZNF23	Q9UNY5	444
ZNF23	Q8WVD5	230
ZNF229	Q9UJW7	825
ZNF227	Q86WZ6	799
ZNF226	Q9NYT6	803
ZNF225	Q9UK10	706
ZNF225	P18146	543
ZNF224	Q9NZL3	707
ZNF223	Q9UK11	482
ZNF222	Q9UK12	451
ZNF221	Q9UK13	617
ZNF22	Q92794	2004
ZNF22	Q9UJU3	913
ZNF22	Q9UJW7	825
ZNF22	Q9NYT6	803
ZNF22	Q86WZ6	799
ZNF22	Q9NZL3	707
ZNF22	Q9UK10	706
ZNF22	Q9UK13	617
ZNF22	P18146	543
ZNF22	Q9UK11	482
ZNF22	Q9UK12	451
ZNF22	Q9Y508	228
ZNF22	P17026	224
ZNF22	Q5T742	122
ZNF219	Q9P2Y4	722
ZNF217	O75362	1048
ZNF215	Q9UL58	517
ZNF214	Q9UL59	606
ZNF213	O14771	459
ZNF212	Q9UDV6	495
ZNF211	Q13398	564
ZNF208	O43345	1280
ZNF207	O43670	478
ZNF205	O95201	554
ZNF202	O95125	648
ZNF200	P98182	395
ZNF20	O43345	1280
ZNF20	Q96SZ4	725
ZNF20	O95125	648
ZNF20	O95201	554
ZNF20	P17024	532
ZNF20	O43670	478
ZNF20	O60481	467
ZNF20	Q15915	447
ZNF20	P98182	395
ZNF20	P58317	390
ZNF2	Q9UPA5	3926
ZNF2	O60281	2723
ZNF2	Q92794	2004
ZNF2	Q9UL36	1845
ZNF2	O94822	1766
ZNF2	Q5VZL5	1548
ZNF2	P57071	1507
ZNF2	Q7Z3K3	1410
ZNF2	Q9BY12	1400
ZNF2	Q14202	1370
ZNF2	O95789	1325
ZNF2	O43345	1280
ZNF2	Q9ULJ3	1066
ZNF2	O75362	1048
ZNF2	Q9NRE2	1034
ZNF2	Q6N043	979
ZNF2	Q14587	947
ZNF2	Q9UJU3	913
ZNF2	Q9Y2X9	895
ZNF2	Q9UJW7	825
ZNF2	Q9NYT6	803
ZNF2	Q86WZ6	799
ZNF2	Q9HBT7	761
ZNF2	Q14586	743
ZNF2	Q9HC78	741
ZNF2	Q14590	738
ZNF2	Q8ND82	737
ZNF2	Q96SZ4	725
ZNF2	Q9P2Y4	722
ZNF2	P17035	718
ZNF2	Q9NZL3	707
ZNF2	Q9UK10	706
ZNF2	Q14588	700
ZNF2	Q9HBE1	687
ZNF2	O14978	683
ZNF2	Q8N7M2	679
ZNF2	Q9BRH9	671
ZNF2	Q9UDV7	671
ZNF2	A6NK53	670
ZNF2	Q9UJ78	669
ZNF2	O75437	659
ZNF2	Q96GC6	653
ZNF2	O95125	648
ZNF2	P17027	643
ZNF2	P17025	639
ZNF2	O15209	634
ZNF2	O43296	627
ZNF2	Q9Y2P7	627
ZNF2	Q9UK13	617
ZNF2	Q8N554	614
ZNF2	Q9UL59	606
ZNF2	Q2VY69	593
ZNF2	Q96NJ3	590
ZNF2	Q8NDW4	579
ZNF2	Q14593	569
ZNF2	Q13398	564
ZNF2	Q9Y2Q1	563
ZNF2	Q14592	562
ZNF2	P15622	560
ZNF2	O95201	554
ZNF2	Q14584	549
ZNF2	Q86YH2	543
ZNF2	P18146	543
ZNF2	P59817	542
ZNF2	P17031	533
ZNF2	P17024	532
ZNF2	P0CG31	522
ZNF2	Q99592	522
ZNF2	Q8N6H7	521
ZNF2	Q9HBT8	521
ZNF2	Q9UL58	517
ZNF2	O75346	499
ZNF2	Q9UDV6	495
ZNF2	Q9UK11	482
ZNF2	O43670	478
ZNF2	Q8WUU4	475
ZNF2	Q9UIE0	474
ZNF2	O43298	467
ZNF2	O60481	467
ZNF2	O14771	459
ZNF2	O75312	459
ZNF2	Q16600	458
ZNF2	P17030	456
ZNF2	Q9UK12	451
ZNF2	Q9NRM2	450
ZNF2	Q15915	447
ZNF2	Q9UNY5	444
ZNF2	Q9NSD4	429
ZNF2	Q9BSG1	425
ZNF2	Q3ZCT1	412
ZNF2	P98182	395
ZNF2	P58317	390
ZNF2	P17028	368
ZNF2	O95218	330
ZNF2	Q3KNW1	292
ZNF2	Q8WVD5	230
ZNF2	Q9Y508	228
ZNF2	P17026	224
ZNF2	O76080	213
ZNF2	Q0IIN9	211
ZNF2	Q8N0V1	137
ZNF2	Q5T742	122
ZNF197	O14709	1029
ZNF195	O14628	629
ZNF19	Q9UBW7	1377
ZNF19	O14709	1029
ZNF19	Q9UJ78	669
ZNF19	O14628	629
ZNF19	Q15776	578
ZNF19	P17023	458
ZNF19	O15535	394
ZNF19	P17028	368
ZNF189	O75820	626
ZNF185	O15231	689
ZNF184	Q99676	751
ZNF182	P17025	639
ZNF181	Q2M3W8	571
ZNF180	Q9UJW8	692
ZNF18	Q99676	751
ZNF18	Q9UJW8	692
ZNF18	O15231	689
ZNF18	P17025	639
ZNF18	O75820	626
ZNF18	Q2M3W8	571
ZNF18	P17022	549
ZNF18	Q16670	478
ZNF18	O15541	343
ZNF18	Q8IZP6	322
ZNF177	Q13360	481
ZNF175	Q9Y473	711
ZNF174	Q15697	407
ZNF17	Q9Y473	711
ZNF17	P17021	662
ZNF17	Q9ULX5	631
ZNF17	Q12899	539
ZNF17	Q13360	481
ZNF17	Q9C019	465
ZNF17	Q15697	407
ZNF17	Q8N3J9	261
ZNF169	Q14929	603
ZNF165	P49910	485
ZNF160	Q9HCG1	818
ZNF16	P59923	1031
ZNF16	O14709	1029
ZNF16	Q9HCG1	818
ZNF16	Q9P0L1	754
ZNF16	P17020	682
ZNF16	Q15637	639
ZNF16	Q14929	603
ZNF16	Q14119	521
ZNF16	P49910	485
ZNF16	Q99684	422
ZNF157	P51786	506
ZNF155	Q12901	538
ZNF154	Q13106	437
ZNF148	Q9UQR1	794
ZNF146	Q15072	292
ZNF143	P52747	638
ZNF142	P52746	1687
ZNF141	Q15928	474
ZNF140	Q9NR11	478
ZNF140	P52738	457
ZNF14	P52746	1687
ZNF14	Q9UQR1	794
ZNF14	Q05516	673
ZNF14	P17017	642
ZNF14	P52747	638
ZNF14	Q14258	630
ZNF14	Q9NR11	478
ZNF14	Q15928	474
ZNF14	P52738	457
ZNF14	P35227	344
ZNF14	Q15072	292
ZNF138	P52744	262
ZNF136	P52737	540
ZNF135	P52742	658
ZNF135	Q9NR11	478
ZNF134	P52741	427
ZNF133	P52736	654
ZNF132	P52740	706
ZNF131	P52739	623
ZNF124	Q15973	351
ZNF121	P58317	390
ZNF12	P17014	697
ZNF12	Q13064	507
ZNF12	Q13434	485
ZNF12	P58317	390
ZNF12	Q15973	351
ZNF12	Q6NVV0	33
ZNF117	Q03924	483
ZNF114	Q8NC26	417
ZNF112	Q9UJU3	913
ZNF107	Q9UII5	783
ZNF106	Q9H2Y7	1883
ZNF101	Q8IZC7	436
ZNF100	Q8IYN0	542
ZNF10	Q9H2Y7	1883
ZNF10	Q9UII5	783
ZNF10	P21506	573
ZNF10	Q8IYN0	542
ZNF10	O75373	536
ZNF10	Q8IZC7	436
ZMYND8	Q9ULU4	1186
ZMYND19	Q96E35	227
ZMYND15	Q9H091	742
ZMYND12	Q9H0C1	365
ZMYND11	Q15326	602
ZMYND10	O75800	440
ZMYM6	O95789	1325
ZMYM6	Q8NCS4	154
ZMYM5	Q9UJ78	669
ZMYM4	Q5VZL5	1548
ZMYM3	Q14202	1370
ZMYM2	Q9UBW7	1377
ZMYM1	Q5SVZ6	1142
ZMPSTE24	O75844	475
ZMIZ2	Q8NF64	920
ZMIZ1	Q9ULJ6	1067
ZMAT5	Q9UDW3	170
ZMAT4	Q9H898	229
ZMAT3	Q9HA38	289
ZMAT2	Q96NC0	199
ZMAT1	Q5H9K5	638
ZKSCAN8	Q15776	578
ZKSCAN7	Q9P0L1	754
ZKSCAN5	Q9Y2L8	839
ZKSCAN4	Q969J2	545
ZKSCAN3	Q9BRR0	538
ZKSCAN2	Q63HK3	967
ZKSCAN2	O14771	459
ZKSCAN2	Q9NWS9	450
ZKSCAN1	P59923	1031
ZKSCAN1	Q9HBT7	761
ZKSCAN1	Q8TF39	744
ZKSCAN1	O14978	683
ZKSCAN1	Q96GC6	653
ZKSCAN1	O95125	648
ZKSCAN1	Q96IT1	587
ZKSCAN1	P17029	563
ZKSCAN1	Q53GI3	561
ZKSCAN1	Q9UL58	517
ZKSCAN1	O60304	480
ZIM3	Q96PE6	472
ZIM2	Q9NZV7	527
ZIK1	Q3SY52	487
ZIC5	Q96T25	639
ZIC4	Q8N9L1	334
ZIC3	O60481	467
ZIC2	O95409	532
ZIC1	Q15915	447
ZHX3	Q9H4I2	956
ZHX2	Q9Y6X8	837
ZHX1-C8orf76	Q96EF9	292
ZHX1	Q9UKY1	873
ZHX1	Q96EF9	292
ZGRF1	Q86YA3	2104
ZGPAT	Q8N5A5	531
ZGLP1	P0C6A0	273
ZG16B	Q96DA0	172
ZG16	Q96DA0	172
ZG16	O60844	167
ZFYVE9	O95405	1425
ZFYVE28	Q9HCC9	887
ZFYVE27	Q5T4F4	411
ZFYVE26	Q68DK2	2539
ZFYVE21	Q9BQ24	234
ZFYVE19	Q96K21	471
ZFYVE16	Q7Z3T8	1539
ZFYVE1	Q7Z3T8	1539
ZFYVE1	Q13615	1198
ZFYVE1	Q9NYA4	1195
ZFYVE1	Q9HBF4	777
ZFYVE1	Q96T51	708
ZFYVE1	Q96K21	471
ZFYVE1	Q8IWB7	410
ZFYVE1	Q96S99	279
ZFYVE1	Q9H8W4	249
ZFY	Q68DK2	2539
ZFY	Q7Z3T8	1539
ZFY	Q9BQS8	1478
ZFY	Q6ZNL6	1462
ZFY	Q6ZV73	1430
ZFY	O95405	1425
ZFY	Q15075	1411
ZFY	Q13615	1198
ZFY	Q9NYA4	1195
ZFY	P98174	961
ZFY	Q9HCC9	887
ZFY	P08048	801
ZFY	Q9H1K0	784
ZFY	Q9HBF4	777
ZFY	Q96M96	766
ZFY	Q5JSP0	725
ZFY	Q96T51	708
ZFY	Q7Z6J4	655
ZFY	Q96K21	471
ZFY	Q5T4F4	411
ZFY	Q8IWB7	410
ZFY	Q96P53	400
ZFY	Q96S99	279
ZFY	Q9H8W4	249
ZFY	Q9BQ24	234
ZFX	O60315	1214
ZFX	P17010	805
ZFR2	Q9UPR6	939
ZFR	Q96KR1	1074
ZFR	Q9UPR6	939
ZFPM2	Q8WW38	1151
ZFPM1	Q8IX07	1006
ZFPL1	O95159	310
ZFP92	A6NM28	416
ZFP91	Q96JP5	570
ZFP90	Q8TF47	636
ZFP82	Q8N141	532
ZFP69B	Q9UJL9	534
ZFP69	Q9UJL9	534
ZFP69	Q49AA0	526
ZFP69	Q9BU19	519
ZFP64	Q9NTW7	645
ZFP62	Q8NB50	900
ZFP57	Q9NU63	452
ZFP42	Q96MM3	310
ZFP41	Q8N8Y5	198
ZFP37	Q9Y6Q3	630
ZFP36L2	P47974	494
ZFP36L1	Q07352	338
ZFP36	P16415	610
ZFP36	P47974	494
ZFP36	Q07352	338
ZFP36	P26651	326
ZFP30	Q9Y2G7	519
ZFP3	Q5JNZ3	666
ZFP3	Q9Y6Q3	630
ZFP3	P16415	610
ZFP3	Q9Y2G7	519
ZFP3	Q96NJ6	502
ZFP3	P47974	494
ZFP3	Q9Y5A6	473
ZFP3	Q07352	338
ZFP3	P26651	326
ZFP28	Q8NHY6	868
ZFP2	Q8NHY6	868
ZFP2	Q7Z7L9	614
ZFP2	Q8N554	614
ZFP2	Q6ZN57	461
ZFP2	Q3ZCT1	412
ZFP14	Q9HCL3	533
ZFP1	Q9H2Y7	1883
ZFP1	Q9UJU3	913
ZFP1	Q8WTR7	871
ZFP1	O00237	685
ZFP1	Q9H7R5	678
ZFP1	Q9HCL3	533
ZFP1	O43829	449
ZFP1	Q6P2D0	407
ZFHX4	Q86UP3	3567
ZFHX3	Q15911	3703
ZFHX2	Q9C0A1	2572
ZFC3H1	O60293	1989
ZFAT	Q9P243	1243
ZFAND6	Q6FIF0	208
ZFAND5	O76080	213
ZFAND4	Q86XD8	727
ZFAND3	Q9H8U3	227
ZFAND2B	Q8WV99	257
ZFAND2A	Q8N6M9	145
ZFAND1	Q8TCF1	268
ZER1	Q7Z7L7	766
ZEB2	O60315	1214
ZEB1	P37275	1124
ZDHHC9	Q9Y397	364
ZDHHC8	Q9ULC8	765
ZDHHC7	Q9NXF8	308
ZDHHC6	Q9H6R6	413
ZDHHC5	Q9C0B5	715
ZDHHC4	Q9NPG8	344
ZDHHC3	Q9NYG2	299
ZDHHC24	Q6UX98	284
ZDHHC23	Q8IYP9	409
ZDHHC22	Q8N966	263
ZDHHC21	Q8IVQ6	265
ZDHHC20	Q5W0Z9	365
ZDHHC2	Q8IYP9	409
ZDHHC2	Q9UIJ5	367
ZDHHC2	Q5W0Z9	365
ZDHHC2	Q6UX98	284
ZDHHC2	Q8IVQ6	265
ZDHHC2	Q8N966	263
ZDHHC19	Q8WVZ1	309
ZDHHC18	Q9NUE0	388
ZDHHC17	Q8IUH5	632
ZDHHC16	Q969W1	377
ZDHHC15	Q96MV8	337
ZDHHC14	Q8IZN3	488
ZDHHC13	Q8IUH4	622
ZDHHC12	Q96GR4	267
ZDHHC11B	P0C7U3	371
ZDHHC11	Q9H8X9	412
ZDHHC11	P0C7U3	371
ZDHHC1	Q8IUH5	632
ZDHHC1	Q8IUH4	622
ZDHHC1	Q8IZN3	488
ZDHHC1	Q8WTX9	485
ZDHHC1	Q9H8X9	412
ZDHHC1	Q9NUE0	388
ZDHHC1	Q969W1	377
ZDHHC1	P0C7U3	371
ZDHHC1	Q9Y397	364
ZDHHC1	Q96MV8	337
ZDHHC1	Q8WVZ1	309
ZDHHC1	Q96GR4	267
ZDBF2	Q9HCK1	2354
ZCWPW2	Q504Y3	356
ZCWPW1	Q9H0M4	648
ZCRB1	Q8TBF4	217
ZCCHC9	Q8N567	271
ZCCHC8	Q6NZY4	707
ZCCHC7	Q8N3Z6	543
ZCCHC4	Q9H5U6	513
ZCCHC3	Q9NUD5	403
ZCCHC24	Q8N2G6	241
ZCCHC2	Q9C0B9	1178
ZCCHC2	Q8N2G6	241
ZCCHC2	Q6ZST2	131
ZCCHC18	P0CG32	403
ZCCHC17	Q9NP64	241
ZCCHC14	Q8WYQ9	949
ZCCHC13	Q8WW36	166
ZCCHC12	Q6PEW1	402
ZCCHC10	Q8TBK6	192
ZC4H2	Q9NQZ6	224
ZC3HC1	Q86WB0	502
ZC3HAV1L	Q96H79	300
ZC3HAV1	Q7Z2W4	902
ZC3HAV1	Q96H79	300
ZC3H8	Q8N5P1	291
ZC3H7B	Q9UGR2	977
ZC3H7A	Q8IWR0	971
ZC3H6	P61129	1189
ZC3H4	Q9UPT8	1303
ZC3H3	Q8IXZ2	948
ZC3H18	Q86VM9	953
ZC3H15	Q8WU90	426
ZC3H14	Q6PJT7	736
ZC3H13	Q5T200	1668
ZC3H12D	A2A288	527
ZC3H12C	Q9C0D7	883
ZC3H12B	Q5HYM0	836
ZC3H12A	Q5D1E8	599
ZC3H11B	A0A1B0GTU1	805
ZC3H11A	O75152	810
ZC3H10	Q96K80	434
ZC2HC1C	Q53FD0	456
ZC2HC1B	Q5TFG8	222
ZC2HC1A	Q96GY0	325
ZBTB9	Q96C00	473
ZBTB8OS	Q8IWT0	167
ZBTB8B	Q8NAP8	495
ZBTB8A	Q96BR9	441
ZBTB7C	A1YPR0	619
ZBTB7B	O15156	539
ZBTB7A	O95365	584
ZBTB6	Q15916	424
ZBTB5	O15062	677
ZBTB49	Q6ZSB9	765
ZBTB48	P10074	688
ZBTB47	Q9UFB7	747
ZBTB46	Q86UZ6	589
ZBTB45	Q96K62	511
ZBTB44	Q8NCP5	570
ZBTB43	O43298	467
ZBTB42	B2RXF5	422
ZBTB41	Q5SVQ8	909
ZBTB40	Q9NUA8	1239
ZBTB4	Q9NUA8	1239
ZBTB4	Q9P1Z0	1013
ZBTB4	Q5SVQ8	909
ZBTB4	Q6ZSB9	765
ZBTB4	Q9UFB7	747
ZBTB4	P10074	688
ZBTB4	Q86UZ6	589
ZBTB4	Q8NCP5	570
ZBTB4	Q96K62	511
ZBTB4	O43298	467
ZBTB4	B2RXF5	422
ZBTB39	O15060	712
ZBTB38	Q8NAP3	1195
ZBTB37	Q5TC79	503
ZBTB34	Q8NCN2	500
ZBTB33	Q86T24	672
ZBTB32	Q9Y2Y4	487
ZBTB3	Q8NAP3	1195
ZBTB3	O15060	712
ZBTB3	Q86T24	672
ZBTB3	A1YPR0	619
ZBTB3	Q96JB3	615
ZBTB3	Q9NPC7	610
ZBTB3	Q9H5J0	574
ZBTB3	Q5TC79	503
ZBTB3	Q8NCN2	500
ZBTB3	Q9Y2Y4	487
ZBTB26	Q9HCK0	441
ZBTB25	P24278	435
ZBTB24	O43167	697
ZBTB22	O15209	634
ZBTB22	O43298	467
ZBTB21	Q9ULJ3	1066
ZBTB20	Q9HC78	741
ZBTB2	Q9ULJ3	1066
ZBTB2	Q9HC78	741
ZBTB2	Q14526	733
ZBTB2	Q9H116	711
ZBTB2	P41182	706
ZBTB2	O43167	697
ZBTB2	O15209	634
ZBTB2	Q8N680	514
ZBTB2	O43298	467
ZBTB2	Q9HCK0	441
ZBTB2	P24278	435
ZBTB18	Q99592	522
ZBTB17	Q13105	803
ZBTB16	Q05516	673
ZBTB14	O43829	449
ZBTB12	Q9Y330	459
ZBTB11	O95625	1053
ZBTB10	Q96DT7	871
ZBTB1	O95625	1053
ZBTB1	Q96DT7	871
ZBTB1	Q13105	803
ZBTB1	Q9Y2K1	713
ZBTB1	Q9HBE1	687
ZBTB1	Q05516	673
ZBTB1	O15156	539
ZBTB1	Q99592	522
ZBTB1	Q9Y330	459
ZBTB1	O43829	449
ZBP1	Q9NZI8	577
ZBP1	Q9H171	429
ZBED9	Q6R2W3	1325
ZBED8	Q8IZ13	594
ZBED6CL	Q96FA7	236
ZBED6	P86452	979
ZBED6	Q96FA7	236
ZBED5	Q49AG3	693
ZBED4	O75132	1171
ZBED3	Q96IU2	234
ZBED2	Q9BTP6	218
ZBED1	O96006	694
ZBED1	Q96FA7	236
ZBBX	A8MT70	800
ZAR1L	A6NP61	321
ZAR1	Q86SH2	424
ZAR1	A6NP61	321
ZAP70	P43403	619
ZAN	Q9Y493	2812
ZAN	Q86YT6	1006
ZAN	Q96AX9	955
ZAN	Q8TE49	926
ZAN	Q9NVP4	752
ZADH2	Q8N4Q0	377
ZACN	Q401N2	412
YY2	O15391	372
YY2	Q9NRI6	33
YY1AP1	Q9H869	796
YY1	Q9H869	796
YY1	P25490	414
YY1	P25929	384
YWHAZ	P63104	245
YWHAQ	P27348	245
YWHAH	Q04917	246
YWHAH	Q9Y442	160
YWHAG	P61981	247
YWHAE	P62258	255
YWHAB	P31946	246
YTHDF3	Q7Z739	585
YTHDF2	Q9Y5A9	579
YTHDF1	Q9BYJ9	559
YTHDC2	Q9H6S0	1430
YTHDC1	Q96MU7	727
YRDC	Q86U90	279
YPEL5	P62699	121
YPEL4	Q96NS1	127
YPEL3	P61236	119
YPEL2	Q96QA6	119
YPEL1	O60688	119
YOD1	Q5VVQ6	348
YOD1	P15172	320
YME1L1	Q96TA2	773
YLPM1	P49750	2146
YKT6	O15498	198
YJU2	P13994	396
YJU2	Q9BW85	323
YJEFN3	A6XGL0	299
YIPF7	Q8N8F6	256
YIPF6	Q96EC8	236
YIPF5	Q969M3	257
YIPF4	Q9BSR8	244
YIPF3	Q9GZM5	350
YIPF2	Q9BWQ6	316
YIPF1	Q9Y548	306
YIF1B	Q5BJH7	314
YIF1A	O95070	293
YES1	P07947	543
YEATS4	O95619	227
YEATS2	Q9ULM3	1422
YDJC	A8MPS7	323
YBX3	P16989	372
YBX2	Q9Y2T7	364
YBX1	P67809	324
YBEY	P58557	167
YARS2	Q9Y2Z4	477
YARS1	P54577	528
YAP1	Q6ZVC0	841
YAP1	P46937	504
YAP1	P41586	468
YAP1	Q96A49	352
YAP1	P18509	176
YAF2	Q8IY57	180
YAE1	Q9NRH1	226
XYLT2	Q9H1B5	865
XYLT2	A0PJZ3	443
XYLT1	Q86Y38	959
XYLT1	Q9Y2B1	443
XYLT1	Q4G148	440
XYLT1	Q8NBI6	393
XYLB	O75191	536
XXYLT1	Q8NBI6	393
XRRA1	Q6P2D8	792
XRN2	Q9H0D6	950
XRN1	Q8IZH2	1706
XRCC6	P12956	609
XRCC6	Q9Y6H3	246
XRCC5	P13010	732
XRCC4	Q13426	336
XRCC3	O43542	346
XRCC2	O43543	280
XRCC1	P18887	633
XPR1	Q9UBH6	696
XPOT	O43592	962
XPO7	Q9UIA9	1087
XPO6	Q96QU8	1125
XPO5	Q9HAV4	1204
XPO4	Q9C0E2	1151
XPO1	O14980	1071
XPNPEP3	Q9NQH7	507
XPNPEP2	O43895	674
XPNPEP1	Q9NQW7	623
XPC	Q01831	940
XPC	P36021	539
XPA	Q2TAK8	710
XPA	Q00G26	463
XPA	P23025	273
XKRX	Q6PP77	449
XKR9	Q5GH70	373
XKR8	Q9H6D3	395
XKR7	Q5GH72	579
XKR6	Q5GH73	641
XKR5	Q6UX68	686
XKR4	Q5GH76	650
XKR3	Q5GH77	459
XK	P85037	733
XK	Q6UX68	686
XK	Q01167	660
XK	Q5GH76	650
XK	Q5GH73	641
XK	Q5GH72	579
XK	Q7Z7A4	578
XK	P42681	527
XK	Q5GH77	459
XK	Q6PP77	449
XK	P51811	444
XK	Q9H6D3	395
XK	Q5GH70	373
XK	O00764	312
XK	O14609	159
XIRP2	A4UGR9	3374
XIRP1	Q702N8	1843
XIAP	P98170	497
XIAP	Q6GPH4	301
XG	P55316	489
XG	Q96P68	337
XG	Q9UBV7	327
XG	P43489	277
XG	P23510	183
XG	P55808	180
XDH	P47989	1333
XCR1	P25024	350
XCR1	P46094	333
XCR1	Q8N123	301
XCR1	A8MXD5	290
XCL2	Q9UBD3	114
XCL2	P19875	107
XCL1	Q9H2A7	254
XCL1	Q6UXB2	119
XCL1	P47992	114
XCL1	O95715	111
XCL1	O43927	109
XCL1	P09341	107
XCL1	P02778	98
XCL1	O14625	94
XCL1	P48061	93
XBP1	Q9Y5B6	917
XBP1	Q9Y6D9	718
XBP1	Q8WU76	684
XBP1	O75925	651
XBP1	Q8WVM8	642
XBP1	P61764	594
XBP1	P17861	261
XAGE5	Q8WWM1	108
XAGE3	Q8WTP9	111
XAGE2	Q96GT9	111
XAGE1B	Q9HD64	81
XAGE1A	Q9HD64	81
XAF1	Q6GPH4	301
XAB2	Q9HCS7	855
WWTR1	Q9GZV5	400
WWP2	O00308	870
WWP2	Q96N64	755
WWP2	Q6NUJ5	590
WWP1	Q9H0M0	922
WWP1	Q5TGJ6	251
WWOX	Q9NZC7	414
WWC3	Q9ULE0	1216
WWC2	Q6AWC2	1192
WWC2	Q96NR7	200
WWC1	Q8IX03	1113
WTIP	A6NIX2	430
WTAP	Q15007	396
WT1	Q5T5J6	900
WT1	P19544	449
WT1	Q06250	92
WSCD2	Q2TBF2	565
WSCD1	Q658N2	575
WSB2	Q9NYS7	404
WSB1	Q9Y6I7	421
WRNIP1	Q96S55	665
WRN	Q14191	1432
WRN	Q96S55	665
WRAP73	Q9P2S5	460
WRAP53	Q9BUR4	548
WNT9B	O14905	357
WNT9A	O14904	365
WNT8B	Q93098	351
WNT8A	Q9H1J5	351
WNT7B	P56706	349
WNT7A	O00755	349
WNT6	Q9Y6F9	365
WNT5B	Q9H1J7	359
WNT5A	P41221	380
WNT4	P56705	351
WNT3A	P56704	352
