UniProtId,Label,Gene_Name,
O00339,reviewed,MATN2_HUMAN,
P01040,reviewed,CYTA_HUMAN,
P0DPK4,reviewed,NT2NC_HUMAN,
Q9H223,reviewed,EHD4_HUMAN,
Q17RF5,reviewed,ODAPH_HUMAN,
O00270,reviewed,GPR31_HUMAN,
O75531,reviewed,BAF_HUMAN,
P43363,reviewed,MAGAA_HUMAN,
Q66K80,reviewed,RUAS1_HUMAN,
Q8IX06,reviewed,GOR_HUMAN,
Q8N888,reviewed,BCOR2_HUMAN,
Q7L5N7,reviewed,PCAT2_HUMAN,
Q03591,reviewed,FHR1_HUMAN,
P80370,reviewed,DLK1_HUMAN,
Q86W67,reviewed,F228A_HUMAN,
Q9H3H3,reviewed,CK068_HUMAN,
Q9UMX6,reviewed,GUC1B_HUMAN,
B2RUY7,reviewed,VWC2L_HUMAN,
Q29RF7,reviewed,PDS5A_HUMAN,
O60260,reviewed,PRKN_HUMAN,
Q96C12,reviewed,ARMC5_HUMAN,
P0DPK5,reviewed,H3Y2_HUMAN,
Q9NUX5,reviewed,POTE1_HUMAN,
Q9H222,reviewed,ABCG5_HUMAN,
Q6ZNH5,reviewed,ZN497_HUMAN,
Q7L266,reviewed,ASGL1_HUMAN,
O00273,reviewed,DFFA_HUMAN,
Q9H6A0,reviewed,DEN2D_HUMAN,
P43362,reviewed,MAGA9_HUMAN,
A6NFU8,reviewed,PGPIL_HUMAN,
Q8IX05,reviewed,CD302_HUMAN,
A0A183,reviewed,LCE6A_HUMAN,
Q9NX76,reviewed,CKLF6_HUMAN,
A0A075B6S0,reviewed,TRGJ1_HUMAN,
Q9Y4C2,reviewed,TCAF1_HUMAN,
P78527,reviewed,PRKDC_HUMAN,
Q9UMX5,reviewed,NENF_HUMAN,
Q09666,reviewed,AHNK_HUMAN,
Q9HBG6,reviewed,IF122_HUMAN,
Q9H2V7,reviewed,SPNS1_HUMAN,
Q96C11,reviewed,FGGY_HUMAN,
P01042,reviewed,KNG1_HUMAN,
P0DPK2,reviewed,H3Y1_HUMAN,
P43361,reviewed,MAGA8_HUMAN,
Q13261,reviewed,I15RA_HUMAN,
Q8IX04,reviewed,UEVLD_HUMAN,
E7EW31,reviewed,PROB1_HUMAN,
Q9NX77,reviewed,ENK13_HUMAN,
Q8WWW8,reviewed,GAB3_HUMAN,
Q9Y4C1,reviewed,KDM3A_HUMAN,
P99999,reviewed,CYC_HUMAN,
Q9H7M6,reviewed,ZSWM4_HUMAN,
Q9H3H1,reviewed,MOD5_HUMAN,
O15270,reviewed,SPTC2_HUMAN,
O60262,reviewed,GBG7_HUMAN,
Q9HBG7,reviewed,LY9_HUMAN,
Q5HY98,reviewed,ZN766_HUMAN,
P48029,reviewed,SC6A8_HUMAN,
Q96C10,reviewed,DHX58_HUMAN,
P0DPK3,reviewed,NT2NB_HUMAN,
Q9UKZ4,reviewed,TEN1_HUMAN,
Q8N6W0,reviewed,CELF5_HUMAN,
Q8TC44,reviewed,POC1B_HUMAN,
P17405,reviewed,ASM_HUMAN,
O75534,reviewed,CSDE1_HUMAN,
Q04760,reviewed,LGUL_HUMAN,
P43360,reviewed,MAGA6_HUMAN,
Q96RY7,reviewed,IF140_HUMAN,
P27487,reviewed,DPP4_HUMAN,
Q8IX03,reviewed,KIBRA_HUMAN,
Q9NX74,reviewed,DUS2L_HUMAN,
A0A075B6S6,reviewed,KVD30_HUMAN,
Q9Y4C0,reviewed,NRX3A_HUMAN,
Q8WV15,reviewed,T255B_HUMAN,
O95221,reviewed,OR5F1_HUMAN,
Q9H7M9,reviewed,VISTA_HUMAN,
Q5JX71,reviewed,F209A_HUMAN,
O75643,reviewed,U520_HUMAN,
Q9HBG4,reviewed,VPP4_HUMAN,
Q6P4H8,reviewed,ACKMT_HUMAN,
A0A1W2PQ73,reviewed,ERFL_HUMAN,
P29074,reviewed,PTN4_HUMAN,
Q9UQK1,reviewed,PPR3C_HUMAN,
O95707,reviewed,RPP29_HUMAN,
Q13263,reviewed,TIF1B_HUMAN,
Q9H093,reviewed,NUAK2_HUMAN,
P34820,reviewed,BMP8B_HUMAN,
Q8WV16,reviewed,DCAF4_HUMAN,
P78524,reviewed,DEN2B_HUMAN,
Q96DC8,reviewed,ECHD3_HUMAN,
O95222,reviewed,OR6A2_HUMAN,
Q9BRX9,reviewed,WDR83_HUMAN,
Q674X7,reviewed,KAZRN_HUMAN,
P62318,reviewed,SMD3_HUMAN,
O60264,reviewed,SMCA5_HUMAN,
A0A1W2PQ72,reviewed,MSD7_HUMAN,
Q7Z5D8,reviewed,NANGN_HUMAN,
P43366,reviewed,MAGB1_HUMAN,
Q96RY5,reviewed,CRML_HUMAN,
O75019,reviewed,LIRA1_HUMAN,
Q8IX01,reviewed,SUGP2_HUMAN,
A0A075B6S4,reviewed,KVD17_HUMAN,
Q86WR0,reviewed,CCD25_HUMAN,
Q04609,reviewed,FOLH1_HUMAN,
Q96DC9,reviewed,OTUB2_HUMAN,
Q86YV0,reviewed,RASL3_HUMAN,
Q9BRX8,reviewed,PXL2A_HUMAN,
Q6UY01,reviewed,LRC31_HUMAN,
Q9UMX9,reviewed,S45A2_HUMAN,
Q96BR9,reviewed,ZBT8A_HUMAN,
O00337,reviewed,S28A1_HUMAN,
Q9NR50,reviewed,EI2BG_HUMAN,
Q70IA8,reviewed,MOB3C_HUMAN,
Q9UKZ1,reviewed,CNO11_HUMAN,
A5D8T8,reviewed,CL18A_HUMAN,
Q8TC41,reviewed,RN217_HUMAN,
Q9Y2J8,reviewed,PADI2_HUMAN,
P43365,reviewed,MAGAC_HUMAN,
P27482,reviewed,CALL3_HUMAN,
Q9H091,reviewed,ZMY15_HUMAN,
P61601,reviewed,NCALD_HUMAN,
A0A075B6S5,reviewed,KV127_HUMAN,
Q8NET6,reviewed,CHSTD_HUMAN,
Q86WR7,reviewed,PRSR2_HUMAN,
Q9Y4C5,reviewed,CHST2_HUMAN,
Q8WXU2,reviewed,DAAF4_HUMAN,
O60266,reviewed,ADCY3_HUMAN,
Q9H469,reviewed,FXL15_HUMAN,
O00330,reviewed,ODPX_HUMAN,
A6NMA1,reviewed,TR5OS_HUMAN,
Q9H228,reviewed,S1PR5_HUMAN,
O95704,reviewed,APBB3_HUMAN,
Q9P2C4,reviewed,TM181_HUMAN,
P43364,reviewed,MAGAB_HUMAN,
Q66K89,reviewed,E4F1_HUMAN,
P52738,reviewed,ZN140_HUMAN,
P15382,reviewed,KCNE1_HUMAN,
Q9NX78,reviewed,TM260_HUMAN,
Q8NET5,reviewed,NFAM1_HUMAN,
Q86WR6,reviewed,CHCT1_HUMAN,
Q9Y4C4,reviewed,MFHA1_HUMAN,
P04406,reviewed,G3P_HUMAN,
O14593,reviewed,RFXK_HUMAN,
Q96SM3,reviewed,CPXM1_HUMAN,
Q9NR56,reviewed,MBNL1_HUMAN,
Q14966,reviewed,ZN638_HUMAN,
P20138,reviewed,CD33_HUMAN,
Q8WUZ0,reviewed,BCL7C_HUMAN,
P52739,reviewed,ZN131_HUMAN,
P31749,reviewed,AKT1_HUMAN,
Q6PCT2,reviewed,FXL19_HUMAN,
Q8IVS8,reviewed,GLCTK_HUMAN,
Q8NET4,reviewed,RTL9_HUMAN,
Q86YV5,reviewed,PRAG1_HUMAN,
Q9H467,reviewed,CUED2_HUMAN,
O75648,reviewed,MTU1_HUMAN,
Q5HY92,reviewed,FIGN_HUMAN,
Q96EM0,reviewed,T3HPD_HUMAN,
Q06055,reviewed,AT5G2_HUMAN,
Q13268,reviewed,DHRS2_HUMAN,
O75015,reviewed,FCG3B_HUMAN,
Q9H094,reviewed,NBPF3_HUMAN,
P52736,reviewed,ZN133_HUMAN,
P61604,reviewed,CH10_HUMAN,
Q1T7F1,reviewed,CCB42_HUMAN,
Q8TB96,reviewed,TIP_HUMAN,
A2RRH5,reviewed,WDR27_HUMAN,
O14595,reviewed,CTDS2_HUMAN,
Q14964,reviewed,RB39A_HUMAN,
Q13428,reviewed,TCOF_HUMAN,
Q8N2Z9,reviewed,CENPS_HUMAN,
P62277,reviewed,RS13_HUMAN,
Q9Y2J4,reviewed,AMOL2_HUMAN,
Q9H095,reviewed,DRC9_HUMAN,
P52737,reviewed,ZN136_HUMAN,
O43464,reviewed,HTRA2_HUMAN,
Q8WWW0,reviewed,RASF5_HUMAN,
P24723,reviewed,KPCL_HUMAN,
O14594,reviewed,NCAN_HUMAN,
P62312,reviewed,LSM6_HUMAN,
Q9NR55,reviewed,BATF3_HUMAN,
A6NHT5,reviewed,HMX3_HUMAN,
P23786,reviewed,CPT2_HUMAN,
Q5BKU9,reviewed,OXLD1_HUMAN,
O75864,reviewed,PPR37_HUMAN,
Q8NET1,reviewed,D108B_HUMAN,
Q9Y4C8,reviewed,RBM19_HUMAN,
Q9BQ08,reviewed,RETNB_HUMAN,
P63167,reviewed,DYL1_HUMAN,
P11388,reviewed,TOP2A_HUMAN,
P09884,reviewed,DPOLA_HUMAN,
Q86YV6,reviewed,MYLK4_HUMAN,
Q8ND07,reviewed,BBOF1_HUMAN,
Q70IA6,reviewed,MOB2_HUMAN,
Q13426,reviewed,XRCC4_HUMAN,
P24666,reviewed,PPAC_HUMAN,
Q9Y2J2,reviewed,E41L3_HUMAN,
P52735,reviewed,VAV2_HUMAN,
O75865,reviewed,TPC6A_HUMAN,
Q9BYT8,reviewed,NEUL_HUMAN,
Q9H2F9,reviewed,CCD68_HUMAN,
Q8ND04,reviewed,SMG8_HUMAN,
P62310,reviewed,LSM3_HUMAN,
Q5VUY0,reviewed,ADCL3_HUMAN,
P48023,reviewed,TNFL6_HUMAN,
Q13427,reviewed,PPIG_HUMAN,
Q99569,reviewed,PKP4_HUMAN,
Q5JTN6,reviewed,WDR38_HUMAN,
Q9BZF3,reviewed,OSBL6_HUMAN,
Q9H098,reviewed,F107B_HUMAN,
P52732,reviewed,KIF11_HUMAN,
Q9HB09,reviewed,B2L12_HUMAN,
Q9GZN8,reviewed,ADSSP_HUMAN,
P63165,reviewed,SUMO1_HUMAN,
Q8N490,reviewed,PNKD_HUMAN,
Q8TB92,reviewed,HMGC2_HUMAN,
P61009,reviewed,SPCS3_HUMAN,
Q9BYT9,reviewed,ANO3_HUMAN,
Q96BR1,reviewed,SGK3_HUMAN,
Q13424,reviewed,SNTA1_HUMAN,
P62273,reviewed,RS29_HUMAN,
Q6IPT2,reviewed,GAR5A_HUMAN,
Q9BZF2,reviewed,OSBL7_HUMAN,
Q9Y2J0,reviewed,RP3A_HUMAN,
Q96JP9,reviewed,CDHR1_HUMAN,
Q68DL7,reviewed,CR063_HUMAN,
P07988,reviewed,PSPB_HUMAN,
Q9BTT6,reviewed,LRRC1_HUMAN,
P61006,reviewed,RAB8A_HUMAN,
A6NGJ6,reviewed,TRI64_HUMAN,
P05198,reviewed,IF2A_HUMAN,
Q8N1C3,reviewed,GBRG1_HUMAN,
P62316,reviewed,SMD2_HUMAN,
Q5VUY2,reviewed,ADCL4_HUMAN,
O60512,reviewed,B4GT3_HUMAN,
Q14571,reviewed,ITPR2_HUMAN,
Q9H461,reviewed,FZD8_HUMAN,
A0A1B0GUW7,reviewed,SIM27_HUMAN,
Q13425,reviewed,SNTB2_HUMAN,
Q5TDP6,reviewed,LGSN_HUMAN,
Q9BZF1,reviewed,OSBL8_HUMAN,
Q9HB07,reviewed,MYG1_HUMAN,
P49354,reviewed,FNTA_HUMAN,
O43463,reviewed,SUV91_HUMAN,
Q96DC7,reviewed,TMCO6_HUMAN,
Q7Z4J2,reviewed,GL6D1_HUMAN,
O60513,reviewed,B4GT4_HUMAN,
A0A1B0GUW6,reviewed,SPEM3_HUMAN,
Q9H0B6,reviewed,KLC2_HUMAN,
Q13422,reviewed,IKZF1_HUMAN,
Q03169,reviewed,TNAP2_HUMAN,
Q6IPT4,reviewed,NB5R5_HUMAN,
P0C1H6,reviewed,H2BFM_HUMAN,
Q6P5W5,reviewed,S39A4_HUMAN,
O43462,reviewed,MBTP2_HUMAN,
Q9BTT4,reviewed,MED10_HUMAN,
P63162,reviewed,RSMN_HUMAN,
P49189,reviewed,AL9A1_HUMAN,
P62314,reviewed,SMD1_HUMAN,
Q14573,reviewed,ITPR3_HUMAN,
Q96BR6,reviewed,ZN669_HUMAN,
Q13423,reviewed,NNTM_HUMAN,
Q9H4M9,reviewed,EHD1_HUMAN,
P21439,reviewed,MDR3_HUMAN,
Q93070,reviewed,NAR4_HUMAN,
Q9NVR7,reviewed,TBCC1_HUMAN,
O76076,reviewed,CCN5_HUMAN,
Q6NVH7,reviewed,SWAP1_HUMAN,
P49356,reviewed,FNTB_HUMAN,
O94829,reviewed,IPO13_HUMAN,
Q7Z2H8,reviewed,S36A1_HUMAN,
Q6H8Q1,reviewed,ABLM2_HUMAN,
P07384,reviewed,CAN1_HUMAN,
Q86UZ6,reviewed,ZBT46_HUMAN,
O43617,reviewed,TPPC3_HUMAN,
Q9P278,reviewed,FNIP2_HUMAN,
Q96BR5,reviewed,COA7_HUMAN,
Q03167,reviewed,TGBR3_HUMAN,
Q86SX6,reviewed,GLRX5_HUMAN,
P20132,reviewed,SDHL_HUMAN,
P17152,reviewed,TMM11_HUMAN,
Q8N8H1,reviewed,ZN321_HUMAN,
Q5TBC7,reviewed,B2L15_HUMAN,
Q93073,reviewed,SBP2L_HUMAN,
Q70J99,reviewed,UN13D_HUMAN,
Q5JR59,reviewed,MTUS2_HUMAN,
P47914,reviewed,RL29_HUMAN,
Q8IVS2,reviewed,FABD_HUMAN,
Q8NH90,reviewed,O5AK2_HUMAN,
O43614,reviewed,OX2R_HUMAN,
Q9NYG8,reviewed,KCNK4_HUMAN,
O60516,reviewed,4EBP3_HUMAN,
P0DUD2,reviewed,SPD17_HUMAN,
Q9H0B3,reviewed,IQCN_HUMAN,
Q13421,reviewed,MSLN_HUMAN,
Q03164,reviewed,KMT2A_HUMAN,
Q9NXC5,reviewed,MIOS_HUMAN,
P10253,reviewed,LYAG_HUMAN,
Q9NVR5,reviewed,KTU_HUMAN,
O76074,reviewed,PDE5A_HUMAN,
Q9HB03,reviewed,ELOV3_HUMAN,
Q5SQN1,reviewed,SNP47_HUMAN,
Q8NH93,reviewed,OR1L3_HUMAN,
Q9BYT3,reviewed,STK33_HUMAN,
O43615,reviewed,TIM44_HUMAN,
Q14574,reviewed,DSC3_HUMAN,
P0DUD3,reviewed,SPD14_HUMAN,
Q9NXC2,reviewed,GFOD1_HUMAN,
P0CI01,reviewed,SPDE6_HUMAN,
Q93075,reviewed,TATD2_HUMAN,
O76075,reviewed,DFFB_HUMAN,
H3BR10,reviewed,SMLR1_HUMAN,
Q8NET8,reviewed,TRPV3_HUMAN,
Q9BTT0,reviewed,AN32E_HUMAN,
A0A0J9YWX3,reviewed,TJB16_HUMAN,
Q8NH92,reviewed,OR1S1_HUMAN,
O43612,reviewed,OREX_HUMAN,
Q9NUH8,reviewed,TM14B_HUMAN,
Q6ZUG5,reviewed,YC006_HUMAN,
Q07869,reviewed,PPARA_HUMAN,
Q86SX3,reviewed,TEDC1_HUMAN,
P0CI00,reviewed,Z705B_HUMAN,
Q717R9,reviewed,CYS1_HUMAN,
Q9NZG7,reviewed,NINJ2_HUMAN,
Q93074,reviewed,MED12_HUMAN,
P31415,reviewed,CASQ1_HUMAN,
Q3MII6,reviewed,TBC25_HUMAN,
Q9GZN0,reviewed,GPR88_HUMAN,
Q9ULD6,reviewed,INTU_HUMAN,
Q96PT4,reviewed,DUX3_HUMAN,
Q86Z23,reviewed,C1QL4_HUMAN,
A6NEE1,reviewed,PLHD1_HUMAN,
Q8NH95,reviewed,O13C6_HUMAN,
Q9BYT1,reviewed,S17A9_HUMAN,
O43613,reviewed,OX1R_HUMAN,
Q15428,reviewed,SF3A2_HUMAN,
Q14576,reviewed,ELAV3_HUMAN,
A6NCM1,reviewed,IQCAL_HUMAN,
P0DUD1,reviewed,SPD8_HUMAN,
Q93077,reviewed,H2A1C_HUMAN,
Q9NVR2,reviewed,INT10_HUMAN,
Q9GZN1,reviewed,ARP6_HUMAN,
Q7RTV3,reviewed,ZN367_HUMAN,
Q96PT3,reviewed,DUX5_HUMAN,
P11387,reviewed,TOP1_HUMAN,
Q86Z20,reviewed,CC125_HUMAN,
Q8NH94,reviewed,OR1L1_HUMAN,
Q9H2F3,reviewed,3BHS7_HUMAN,
O43610,reviewed,SPY3_HUMAN,
Q9P275,reviewed,UBP36_HUMAN,
O95382,reviewed,M3K6_HUMAN,
P62837,reviewed,UB2D2_HUMAN,
Q9H4M3,reviewed,FBX44_HUMAN,
P23677,reviewed,IP3KA_HUMAN,
A6NDA9,reviewed,LRIT2_HUMAN,
A0A0U1RRE5,reviewed,NBDY_HUMAN,
Q9BZF9,reviewed,UACA_HUMAN,
Q008S8,reviewed,ECT2L_HUMAN,
Q9UL25,reviewed,RAB21_HUMAN,
O76070,reviewed,SYUG_HUMAN,
Q96JP0,reviewed,FEM1C_HUMAN,
Q9GZN2,reviewed,TGIF2_HUMAN,
Q9ULD4,reviewed,BRPF3_HUMAN,
Q7RTV2,reviewed,GSTA5_HUMAN,
Q9P272,reviewed,TRM9B_HUMAN,
Q3SYB3,reviewed,FX4L6_HUMAN,
P62834,reviewed,RAP1A_HUMAN,
Q8N4Z0,reviewed,RAB42_HUMAN,
Q9UKJ8,reviewed,ADA21_HUMAN,
Q07866,reviewed,KLC1_HUMAN,
A0A494C0Z2,reviewed,SPD13_HUMAN,
Q96QB1,reviewed,RHG07_HUMAN,
Q9UL26,reviewed,RB22A_HUMAN,
Q93079,reviewed,H2B1H_HUMAN,
Q9NVR0,reviewed,KLH11_HUMAN,
O76071,reviewed,CIAO1_HUMAN,
Q2NL82,reviewed,TSR1_HUMAN,
Q9ULD5,reviewed,ZN777_HUMAN,
P24347,reviewed,MMP11_HUMAN,
Q9H2F5,reviewed,EPC1_HUMAN,
Q9P273,reviewed,TEN3_HUMAN,
Q9NYG2,reviewed,ZDHC3_HUMAN,
O60518,reviewed,RNBP6_HUMAN,
P0DUD4,reviewed,SPD15_HUMAN,
Q9NS56,reviewed,TOPRS_HUMAN,
I3L0S3,reviewed,PYAS1_HUMAN,
Q6UXN9,reviewed,WDR82_HUMAN,
Q562E7,reviewed,WDR81_HUMAN,
Q96JP2,reviewed,MY15B_HUMAN,
P53539,reviewed,FOSB_HUMAN,
Q9GZN4,reviewed,BSSP4_HUMAN,
Q8TCS8,reviewed,PNPT1_HUMAN,
Q9ULD2,reviewed,MTUS1_HUMAN,
Q7RTV0,reviewed,PHF5A_HUMAN,
Q5T9Z0,reviewed,TEDM1_HUMAN,
Q9BYT5,reviewed,KRA22_HUMAN,
Q15424,reviewed,SAFB1_HUMAN,
Q9P270,reviewed,SLAI2_HUMAN,
O60519,reviewed,CRBL2_HUMAN,
P58743,reviewed,S26A5_HUMAN,
Q07864,reviewed,DPOE1_HUMAN,
Q9P2S2,reviewed,NRX2A_HUMAN,
P01817,reviewed,HV205_HUMAN,
Q8NG68,reviewed,TTL_HUMAN,
Q6UXN8,reviewed,CLC9A_HUMAN,
Q8WWG9,reviewed,KCNE4_HUMAN,
Q6PCD5,reviewed,RFWD3_HUMAN,
Q96JP5,reviewed,ZFP91_HUMAN,
Q8N7L0,reviewed,F216B_HUMAN,
P0C7W0,reviewed,PRR29_HUMAN,
Q6ZTW0,reviewed,TPGS1_HUMAN,
Q5T1N1,reviewed,AKND1_HUMAN,
Q6NW29,reviewed,RWDD4_HUMAN,
P43088,reviewed,PF2R_HUMAN,
A2RU37,reviewed,CI170_HUMAN,
Q01995,reviewed,TAGL_HUMAN,
Q9UKJ5,reviewed,CHIC2_HUMAN,
Q9H4M7,reviewed,PKHA4_HUMAN,
Q99567,reviewed,NUP88_HUMAN,
P0DMM9,reviewed,ST1A3_HUMAN,
Q5VV16,reviewed,FX4L5_HUMAN,
Q6UXN7,reviewed,TO20L_HUMAN,
Q00587,reviewed,BORG5_HUMAN,
A4GXA9,reviewed,EME2_HUMAN,
Q92908,reviewed,GATA6_HUMAN,
Q9HCG8,reviewed,CWC22_HUMAN,
A4D0V7,reviewed,CPED1_HUMAN,
O94823,reviewed,AT10B_HUMAN,
Q9GZN6,reviewed,S6A16_HUMAN,
Q9ULD0,reviewed,OGDHL_HUMAN,
Q96J42,reviewed,TXD15_HUMAN,
Q9UIU6,reviewed,SIX4_HUMAN,
P12104,reviewed,FABPI_HUMAN,
A2RU30,reviewed,TESP1_HUMAN,
Q6N075,reviewed,MFSD5_HUMAN,
Q5T6L9,reviewed,EMARD_HUMAN,
Q8NG66,reviewed,NEK11_HUMAN,
Q5VV17,reviewed,OTUD1_HUMAN,
Q9HCG7,reviewed,GBA2_HUMAN,
O94822,reviewed,LTN1_HUMAN,
Q9GZN7,reviewed,ROGDI_HUMAN,
Q7RTV5,reviewed,PXL2C_HUMAN,
P06493,reviewed,CDK1_HUMAN,
Q9BVT8,reviewed,TMUB1_HUMAN,
Q15427,reviewed,SF3B4_HUMAN,
P12107,reviewed,COBA1_HUMAN,
Q9UKJ3,reviewed,GPTC8_HUMAN,
Q6SPF0,reviewed,SAMD1_HUMAN,
P39656,reviewed,OST48_HUMAN,
P11117,reviewed,PPAL_HUMAN,
P01814,reviewed,HV270_HUMAN,
O75448,reviewed,MED24_HUMAN,
Q19AV6,reviewed,ZSWM7_HUMAN,
Q9H6Q3,reviewed,SLAP2_HUMAN,
P51606,reviewed,RENBP_HUMAN,
Q15109,reviewed,RAGE_HUMAN,
O60383,reviewed,GDF9_HUMAN,
Q4J6C6,reviewed,PPCEL_HUMAN,
Q9BRH9,reviewed,ZN251_HUMAN,
Q9Y673,reviewed,ALG5_HUMAN,
P12004,reviewed,PCNA_HUMAN,
P49184,reviewed,DNSL1_HUMAN,
Q4G0G2,reviewed,H1AS1_HUMAN,
A0A0G2JLE6,unreviewed,A0A0G2JLE6_HUMAN,
O75947,reviewed,ATP5H_HUMAN,
Q9NYG5,reviewed,APC11_HUMAN,
Q9H0B8,reviewed,CRLD2_HUMAN,
Q9P2S6,reviewed,ANKY1_HUMAN,
O75449,reviewed,KTNA1_HUMAN,
Q9H6Q4,reviewed,CIAO3_HUMAN,
P58397,reviewed,ATS12_HUMAN,
Q9Y672,reviewed,ALG6_HUMAN,
Q9H9H4,reviewed,VP37B_HUMAN,
P12109,reviewed,CO6A1_HUMAN,
Q9UKJ1,reviewed,PILRA_HUMAN,
O95989,reviewed,NUDT3_HUMAN,
Q92904,reviewed,DAZL_HUMAN,
O60381,reviewed,HBP1_HUMAN,
O94827,reviewed,PKHG5_HUMAN,
Q8WX94,reviewed,NALP7_HUMAN,
Q9Y675,reviewed,SNURF_HUMAN,
Q00325,reviewed,S25A3_HUMAN,
Q9H9H5,reviewed,MA6D1_HUMAN,
P63313,reviewed,TYB10_HUMAN,
Q9NZ45,reviewed,CISD1_HUMAN,
O95389,reviewed,CCN6_HUMAN,
P49789,reviewed,FHIT_HUMAN,
O43805,reviewed,SSNA1_HUMAN,
Q9UKJ0,reviewed,PILRB_HUMAN,
Q8TAQ9,reviewed,SUN3_HUMAN,
Q58FF3,reviewed,ENPLL_HUMAN,
O95988,reviewed,TCL1B_HUMAN,
Q6UXN2,reviewed,TRML4_HUMAN,
A0A1B0GWH6,reviewed,LSP1N_HUMAN,
Q92905,reviewed,CSN5_HUMAN,
O94826,reviewed,TOM70_HUMAN,
P0C7W6,reviewed,CC172_HUMAN,
Q8N9W8,reviewed,GAR2_HUMAN,
Q8IY57,reviewed,YAF2_HUMAN,
Q96LP6,reviewed,CL042_HUMAN,
Q9HBW0,reviewed,LPAR2_HUMAN,
Q4G0G5,reviewed,SC2B2_HUMAN,
O95388,reviewed,CCN4_HUMAN,
P49788,reviewed,TIG1_HUMAN,
Q7Z3B4,reviewed,NUP54_HUMAN,
Q9P2S5,reviewed,WRP73_HUMAN,
Q9UM63,reviewed,PLAL1_HUMAN,
Q16134,reviewed,ETFD_HUMAN,
Q96IK5,reviewed,GMCL1_HUMAN,
Q92902,reviewed,HPS1_HUMAN,
Q9UPC5,reviewed,GPR34_HUMAN,
Q8WX92,reviewed,NELFB_HUMAN,
A0A1B0GVN3,reviewed,CB092_HUMAN,
Q9HBW1,reviewed,LRRC4_HUMAN,
O75943,reviewed,RAD17_HUMAN,
O14764,reviewed,GBRD_HUMAN,
P35998,reviewed,PRS7_HUMAN,
Q5VV11,reviewed,U633B_HUMAN,
A0A1B0GWH4,reviewed,HSFX3_HUMAN,
Q5VWG9,reviewed,TAF3_HUMAN,
Q8WWG1,reviewed,NRG4_HUMAN,
Q92903,reviewed,CDS1_HUMAN,
Q9HCG1,reviewed,ZN160_HUMAN,
Q8WX93,reviewed,PALLD_HUMAN,
Q9Y676,reviewed,RT18B_HUMAN,
P0C7W8,reviewed,F90AD_HUMAN,
Q8N9W6,reviewed,BOLL_HUMAN,
Q8IY51,reviewed,TIGD4_HUMAN,
P63316,reviewed,TNNC1_HUMAN,
P43080,reviewed,GUC1A_HUMAN,
P51608,reviewed,MECP2_HUMAN,
P0C0P6,reviewed,NPS_HUMAN,
Q8N9M1,reviewed,CS047_HUMAN,
Q7Z2X7,reviewed,PAGE2_HUMAN,
Q8WZ26,reviewed,YS006_HUMAN,
P08729,reviewed,K2C7_HUMAN,
Q92900,reviewed,RENT1_HUMAN,
P36980,reviewed,FHR2_HUMAN,
P26358,reviewed,DNMT1_HUMAN,
Q9Y679,reviewed,AUP1_HUMAN,
Q9ULD8,reviewed,KCNH3_HUMAN,
P0C7W9,reviewed,F90AE_HUMAN,
O14649,reviewed,KCNK3_HUMAN,
Q8N9W7,reviewed,YO010_HUMAN,
Q8IY50,reviewed,S35F3_HUMAN,
O75443,reviewed,TECTA_HUMAN,
Q8TAQ5,reviewed,ZN420_HUMAN,
Q58FF7,reviewed,H90B3_HUMAN,
Q6UW78,reviewed,UQCC3_HUMAN,
Q92901,reviewed,RL3L_HUMAN,
P20036,reviewed,DPA1_HUMAN,
Q15102,reviewed,PA1B3_HUMAN,
O60384,reviewed,ZN861_HUMAN,
Q9UF83,reviewed,YM012_HUMAN,
Q8NFX7,reviewed,STXB6_HUMAN,
Q9Y678,reviewed,COPG1_HUMAN,
Q9ULD9,reviewed,ZN608_HUMAN,
Q8N9W4,reviewed,GG6L2_HUMAN,
Q96LP2,reviewed,FA81B_HUMAN,
O75940,reviewed,SPF30_HUMAN,
O14763,reviewed,TR10B_HUMAN,
P55957,reviewed,BID_HUMAN,
Q9BQM9,reviewed,CT144_HUMAN,
Q7Z3B0,reviewed,SIM15_HUMAN,
Q9UEF7,reviewed,KLOT_HUMAN,
Q96CJ1,reviewed,EAF2_HUMAN,
Q8TAQ2,reviewed,SMRC2_HUMAN,
Q58FF6,reviewed,H90B4_HUMAN,
Q96IK1,reviewed,BOD1_HUMAN,
P52179,reviewed,MYOM1_HUMAN,
P08727,reviewed,K1C19_HUMAN,
Q96DY7,reviewed,MTBP_HUMAN,
P04899,reviewed,GNAI2_HUMAN,
Q6IQ22,reviewed,RAB12_HUMAN,
O15123,reviewed,ANGP2_HUMAN,
Q8N9W5,reviewed,DAAF3_HUMAN,
P78356,reviewed,PI42B_HUMAN,
Q86Y97,reviewed,KMT5C_HUMAN,
Q9NZ43,reviewed,USE1_HUMAN,
Q8IUK8,reviewed,CBLN2_HUMAN,
Q7Z3B1,reviewed,NEGR1_HUMAN,
Q96IK0,reviewed,TM101_HUMAN,
Q7Z2X4,reviewed,PCLI1_HUMAN,
Q6IQ23,reviewed,PKHA7_HUMAN,
A8K4G0,reviewed,CLM7_HUMAN,
P78357,reviewed,CNTP1_HUMAN,
O75110,reviewed,ATP9A_HUMAN,
Q9NZ42,reviewed,PEN2_HUMAN,
Q96HC4,reviewed,PDLI5_HUMAN,
O75446,reviewed,SAP30_HUMAN,
