drug_id|name|cas|smiles|logP ALOGPS|logP ChemAxon|solubility ALOGPS|pKa (strongest acidic)|pKa (strongest basic)|drugname|drug_type|approved|experimental|illicit|investigational|nutraceutical|withdrawn|collated_partner_id|collated_gene_name|collated_target_type|collated_inhibitor|collated_inducer
DB00134|Methionine|63-68-3|CSCC[C@H](N)C(O)=O|-1.8|-2.2|2.39e+01 g/l|2.53|9.5|b'Methionine'|small molecule|1|0|0|0|1|0|BE0000763 ; BE0000734 ; BE0001534 ; BE0000845 ; BE0002249 ; BE0002240 ; BE0002176 ; BE0000304 ; BE0000432 ; BE0000407 ; BE0000288 ; BE0000170 ; BE0000543 ; BE0002248 ; BE0002178 ; BE0003654|MTRR ; MTR ; METAP2 ; BHMT ; BHMT2 ; GLUL ; MTHFR ; MAT2A ; MSRB2 ; MAT1A ; MSRB1 ; MSRA ; MARS ; MARS2 ; MAT2B ; SLC16A10|protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00135|Tyrosine|60-18-4|N[C@@H](CC1=CC=C(O)C=C1)C(O)=O|-2.4|-1.5|7.67e+00 g/l|2|9.19|b'Tyrosine'|small molecule|1|0|0|1|1|0|BE0000614 ; BE0000363 ; BE0000230 ; BE0000692 ; BE0000178 ; BE0003654|TH ; YARS2 ; YARS ; TAT ; SLC16A2 ; SLC16A10|protein ; protein ; protein ; protein ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00136|Calcitriol|32222-06-3|C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C|5.51|4.35|6.67e-03 g/l|14.39|-1.3|b'Calcitriol'|small molecule|1|0|0|0|1|0|BE0000779 ; BE0008987 ; BE0002250 ; BE0002638|VDR ; HOXA10 ; CYP24A1 ; CYP3A4|protein ; protein ; enzyme ; enzyme|0 ; 0 ; 0 ; 0|0 ; 0 ; 1 ; 1
DB00138|Cystine|56-89-3|N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O|-3.2|-5.9|1.68e+01 g/l|1.56|9.34|b'Cystine'|small molecule|1|0|0|0|1|0|BE0000030 ; BE0000035 ; BE0002251 ; BE0001130 ; BE0003654|SLC7A11 ; CTNS ; SLC7A9 ; SLC3A1 ; SLC16A10|protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0
DB00140|Riboflavin|83-88-5|CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1|-1|-0.92|6.57e-01 g/l|6.97|0.76|b'Riboflavin'|small molecule|1|0|0|1|1|0|BE0000370 ; BE0000595 ; BE0002198 ; BE0002176 ; BE0001066|RFK ; BLVRB ; MAOA ; MTHFR ; SLC22A6|protein ; protein ; enzyme ; enzyme ; transporter|0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0
DB00141|N-Acetylglucosamine|7512-17-6|[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO|-2.1|-3.9|1.48e+02 g/l|11.56|-1.2|b'N-Acetylglucosamine'|small molecule|1|0|0|1|1|0|BE0002262 ; BE0002263 ; BE0002264 ; BE0002265 ; BE0002266 ; BE0000391 ; BE0000109 ; BE0000259|B4GALT3 ; B4GALT4 ; B4GALT2 ; NAGK ; NAGPA ; NAGLU ; RENBP ; B4GALT1|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00142|Glutamic acid|56-86-0|N[C@@H](CCC(O)=O)C(O)=O|-3.5|-3.2|8.06e+01 g/l|1.88|9.54|b'Glutamic acid'|small molecule|1|0|0|0|1|0|BE0000824 ; BE0000833 ; BE0000827 ; BE0000828 ; BE0000834 ; BE0000835 ; BE0002267 ; BE0002268 ; BE0002235 ; BE0000721 ; BE0000396 ; BE0002269 ; BE0000534 ; BE0002237 ; BE0000825 ; BE0000383 ; BE0000188 ; BE0000219 ; BE0002240 ; BE0000529 ; BE0000692 ; BE0000667 ; BE0000403 ; BE0001115 ; BE0000884 ; BE0001054 ; BE0000166 ; BE0002270 ; BE0000755 ; BE0000321 ; BE0000517 ; BE0000253 ; BE0000365 ; BE0000700 ; BE0002271 ; BE0000760 ; BE0000417 ; BE0000454 ; BE0002152 ; BE0002272 ; BE0002273 ; BE0002244 ; BE0002162 ; BE0002274 ; BE0000727 ; BE0000641 ; BE0002166 ; BE0002275 ; BE0002276 ; BE0000073 ; BE0000003 ; BE0002277 ; BE0002278 ; BE0000030 ; BE0004640 ; BE0000603 ; BE0000180 ; BE0000346 ; BE0000640 ; BE0000606 ; BE0000568 ; BE0000602 ; BE0000378 ; BE0000822 ; BE0000829 ; BE0000831 ; BE0000830 ; BE0000823 ; BE0000826 ; BE0000832 ; BE0003654 ; BE0000669|GRM1 ; GRM4 ; GRIK4 ; GRIK5 ; GRM7 ; GRM8 ; SLC1A7 ; OPLAH ; PFAS ; BCAT2 ; GRIN2D ; GRID2 ; GRIN3B ; GATB ; GLS ; GOT2 ; EPRS ; ASNS ; GLUL ; GOT1 ; TAT ; GPT ; GGCX ; SLC1A3 ; SLC1A2 ; SLC1A1 ; GCLC ; SLC1A6 ; GLUD2 ; GMPS ; BCAT1 ; ABAT ; GRIN1 ; FPGS ; ENPEP ; GRIN2A ; GRIN2B ; GRIN2C ; GIG18 ; EARS2 ; LGSN ; NADSYN1 ; CCBL2 ; NAGS ; AADAT ; GRIN3A ; GPT2 ; SLC25A18 ; SLC25A22 ; AASS ; GLS2 ; DNPEP ; GRID1 ; SLC7A11 ; CPQ ; PSAT1 ; GLUD1 ; GRIK1 ; GRIA1 ; GCLM ; FOLH1 ; GAD2 ; GAD1 ; FTCD ; GRIA2 ; GRIA3 ; GRIA4 ; ALDH18A1 ; GRIK2 ; GRIK3 ; SLC16A10 ; SLC16A1|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00143|Glutathione|70-18-8|N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O|-2.7|-4.9|8.79e-01 g/l|1.94|9.22|b'Glutathione'|small molecule|1|0|0|1|1|0|BE0002279 ; BE0001167 ; BE0002280 ; BE0002281 ; BE0002189 ; BE0002282 ; BE0002283 ; BE0000889 ; BE0001189 ; BE0002284 ; BE0001135 ; BE0002285 ; BE0002286 ; BE0001825 ; BE0002287 ; BE0002288 ; BE0002289 ; BE0002290 ; BE0002291 ; BE0002292 ; BE0000962 ; BE0001117 ; BE0000648 ; BE0000185 ; BE0000807 ; BE0000808 ; BE0000809 ; BE0000810 ; BE0000811 ; BE0000812 ; BE0000813 ; BE0000814 ; BE0000815 ; BE0000816 ; BE0000817 ; BE0000818 ; BE0000819 ; BE0000820 ; BE0000821 ; BE0000747 ; BE0000058 ; BE0002638 ; BE0002189 ; BE0002281 ; BE0000785 ; BE0001069 ; BE0001061 ; BE0001188 ; BE0003639|MGST3 ; HPGDS ; TXNDC12 ; GSTA1 ; GSTA2 ; MGST1 ; ESD ; GGT1 ; GSTM2 ; GLRX ; GPX4 ; GSTM5 ; GPX6 ; HAGH ; GPX1 ; GPX8 ; GPX7 ; MGST2 ; GSTO2 ; GLRX2 ; GLO1 ; LTC4S ; GSR ; GSS ; GSTM1 ; GSTK1 ; GSTA3 ; GSTM3 ; GSTA4 ; GSTM4 ; GSTA5 ; GSTP1 ; GSTO1 ; GPX1 ; GPX2 ; GSTT1 ; GSTZ1 ; GPX5 ; GPX3 ; AKR1B1 ; MMP9 ; CYP3A4 ; GSTA2 ; GSTA1 ; ABCC1 ; ABCC2 ; ABCC3 ; ABCC4 ; ABCC5|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00144|Phosphatidyl serine|1446756-47-3|CCCC(=O)O[C@H](COC(=O)CC)COP(O)(=O)OC[C@H](N)C(O)=O|-1|-1.6|3.70e+00 g/l|1.47|9.38|b'Phosphatidyl serine'|small molecule|1|0|0|1|1|0|BE0002296 ; BE0002297 ; BE0002299 ; BE0002300 ; BE0002301 ; BE0001001 ; BE0001132 ; BE0001099 ; BE0000673 ; BE0000189|DGKG ; DGKD ; PTDSS2 ; SMPD4 ; SMPD3 ; ATP8A1 ; PRKCA ; PTDSS1 ; PISD ; SCARB1|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00145|Glycine|56-40-6|NCC(O)=O|-3.3|-3.4|5.52e+02 g/l|2.31|9.24|b'Glycine'|small molecule|1|0|0|0|1|0|BE0000518 ; BE0000409 ; BE0000898 ; BE0002302 ; BE0000998 ; BE0000760 ; BE0002303 ; BE0002304 ; BE0000185 ; BE0000454 ; BE0002305 ; BE0000536 ; BE0000292 ; BE0002306 ; BE0002307 ; BE0000102 ; BE0002308 ; BE0002309 ; BE0002310 ; BE0000534 ; BE0000618 ; BE0000940 ; BE0000433 ; BE0000316 ; BE0000055 ; BE0000331 ; BE0000414 ; BE0000745 ; BE0000372 ; BE0000347 ; BE0003654|GCAT ; ALAS1 ; ALAS2 ; GCSH ; GARS ; GRIN2A ; BAAT ; GPR18 ; GSS ; GRIN2C ; GLYAT ; SLC36A1 ; SHMT2 ; GLYATL2 ; GLYATL1 ; AGXT2 ; SLC32A1 ; PIPOX ; SLC6A5 ; GRIN3B ; GLDC ; SLC6A9 ; GLRA1 ; AGXT ; GLRB ; SHMT1 ; GLRA3 ; GLRA2 ; GNMT ; GATM ; SLC16A10|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00146|Calcifediol|19356-17-3|C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C|6.71|5.65|2.20e-03 g/l|18.38|-0.98|b'Calcifediol'|small molecule|1|0|0|0|1|0|BE0000779 ; BE0000443 ; BE0002250|VDR ; CYP27B1 ; CYP24A1|protein ; enzyme ; enzyme|0 ; 0 ; 0|1 ; 0 ; 0
DB00147|Pyridoxal|66-72-8|CC1=NC=C(CO)C(C=O)=C1O|0.02|0.18|1.17e+01 g/l|7.97|4.11|b'Pyridoxal'|small molecule|0|1|0|0|1|0|BE0000042|PDXK|protein|0|0
DB00148|Creatine|57-00-1|CN(CC(O)=O)C(N)=N|-1.6|-2.9|4.11e+00 g/l|3.5|12.43|b'Creatine'|small molecule|1|0|0|1|1|0|BE0000714 ; BE0000171 ; BE0000082 ; BE0000410 ; BE0000375 ; BE0000567 ; BE0000106|CKM ; CKMT1A ; CKB ; CKMT2 ; SLC6A8 ; GAMT ; SLC22A5|protein ; protein ; protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00149|Leucine|61-90-5|CC(C)C[C@H](N)C(O)=O|-1.8|-1.6|6.98e+01 g/l|2.79|9.52|b'Leucine'|small molecule|0|0|0|1|1|0|BE0000204 ; BE0000721 ; BE0000517 ; BE0000613 ; BE0000450 ; BE0000769 ; BE0003654 ; BE0000178|LARS2 ; BCAT2 ; BCAT1 ; LCMT2 ; LCMT1 ; LARS ; SLC16A10 ; SLC16A2|protein ; protein ; protein ; protein ; protein ; protein ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00150|Tryptophan|73-22-3|N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O|-1.1|-1.1|1.36e+00 g/l|2.54|9.4|b'Tryptophan'|small molecule|1|0|0|0|1|1|BE0002311 ; BE0000228 ; BE0003532 ; BE0002151 ; BE0002311 ; BE0000121 ; BE0000080 ; BE0000228 ; BE0000693 ; BE0000178 ; BE0003654|WARS2 ; WARS ; TDO2 ; DDC ; WARS2 ; TPH1 ; TPH2 ; WARS ; IDO1 ; SLC16A2 ; SLC16A10|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00151|Cysteine|52-90-4|N[C@@H](CS)C(O)=O|-2.6|-2.8|2.31e+01 g/l|2.35|9.05|b'Cysteine'|small molecule|1|0|0|0|1|0|BE0000606 ; BE0000166 ; BE0000529 ; BE0000791 ; BE0000323 ; BE0000701 ; BE0001145 ; BE0000185 ; BE0000963 ; BE0002312 ; BE0000079 ; BE0000151 ; BE0000569 ; BE0003654|GCLM ; GCLC ; GOT1 ; CTH ; CBS ; CARS ; MGMT ; GSS ; SLC19A3 ; CARS2 ; CSAD ; NFS1 ; CDO1 ; SLC16A10|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00152|Thiamine|70-16-6|CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N|-2.1|-3.1|1.53e-02 g/l|15.5|5.54|b'Thiamine'|small molecule|1|0|0|1|1|0|BE0000157 ; BE0003530 ; BE0004673 ; BE0003647 ; BE0003648 ; BE0000106|TPK1 ; SLC19A2 ; CYP4B1 ; SLC22A2 ; SLC22A1 ; SLC22A5|protein ; protein ; enzyme ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 1 ; 0 ; 1|0 ; 0 ; 1 ; 0 ; 0 ; 0
DB00153|Ergocalciferol|50-14-6|CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C|7.59|7.05|4.33e-04 g/l|18.38|-1.3|b'Ergocalciferol'|small molecule|1|0|0|0|1|0|BE0000779 ; BE0004902 ; BE0002250 ; BE0000443 ; BE0000549 ; BE0000524 ; BE0009671 ; BE0003537|VDR ; CACNG1 ; CYP24A1 ; CYP27B1 ; CYP27A1 ; CYP2R1 ; RPE ; CYP11A1|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00155|Citrulline|372-75-8|N[C@@H](CCCNC(N)=O)C(O)=O|-3.3|-3.9|2.18e+01 g/l|2.27|9.23|b'Citrulline'|small molecule|1|0|0|1|1|0|BE0000671 ; BE0000608 ; BE0000788 ; BE0000766 ; BE0000306 ; BE0000067 ; BE0000005 ; BE0000263 ; BE0002313 ; BE0002314 ; BE0002315 ; BE0002316 ; BE0001092 ; BE0001066|ASS1 ; DDAH2 ; ASS ; DDAH1 ; OTC ; NOS1 ; NOS2 ; NOS3 ; PADI6 ; PADI1 ; PADI3 ; PADI2 ; PADI4 ; SLC22A6|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00156|Threonine|72-19-5|C[C@@H](O)[C@H](N)C(O)=O|-3|-3.5|4.77e+02 g/l|2.21|9|b'Threonine'|small molecule|1|0|0|0|1|0|BE0000482 ; BE0000234 ; BE0002317 ; BE0003654|THNSL1 ; TARS ; TARS2 ; SLC16A10|protein ; protein ; protein ; transporter|0 ; 0 ; 0 ; 1|0 ; 0 ; 0 ; 0
